user_id,item_ids
U14112,P00020 P00001 P00133 P00006 P00219
U10777,P00020 P00006 P00133 P00001 P00219
U01802,P00020 P01972 P00133 P00001 P00196
U06750,P00020 P01972 P00133 P00006 P00001
U14421,P02795 P02240 P00448 P02851 P00219
U20343,P00020 P01972 P00001 P00006 P00219
U12397,P00020 P01972 P00133 P00001 P00006
U28522,P00020 P00133 P00001 P00006 P00219
U21069,P00020 P01972 P00006 P00002 P00219
U27114,P00020 P00001 P00006 P01972 P00133
U16767,P00133 P00001 P00006 P00219 P00196
U25318,P00020 P00006 P00219 P00133 P00001
U25338,P00020 P01972 P00133 P00006 P00219
U03952,P00020 P00001 P00006 P00133 P00219
U28554,P00020 P00133 P00001 P00006 P00219
U03758,P01972 P00133 P00006 P00001 P00219
U09301,P00020 P00006 P00133 P00001 P00219
U27136,P00020 P00133 P01972 P00001 P00006
U19941,P00020 P01972 P00133 P00001 P00219
U23414,P00020 P01972 P00133 P00001 P00006
U07072,P00020 P01972 P00001 P00196 P00006
U27037,P00020 P00006 P02119 P00001 P00386
U00265,P01972 P00006 P00001 P00133 P00196
U10487,P00020 P01972 P00002 P00133 P00219
U05244,P00020 P00133 P00006 P00002 P00001
U02509,P00020 P01972 P00001 P00133 P00006
U09818,P00020 P01972 P00006 P00133 P00001
U29266,P00020 P01972 P00006 P00196 P00219
U22073,P00020 P01972 P00001 P00006 P00002
U10535,P00020 P00006 P00133 P00001 P00219
U16306,P01972 P00133 P00002 P00001 P00006
U12542,P00006 P00020 P01972 P00133 P00001
U20633,P00020 P00006 P00196 P00001 P01972
U19771,P00020 P01972 P00133 P00219 P00006
U17697,P00020 P01972 P00133 P00219 P00002
U17104,P01972 P00006 P00001 P00133 P00219
U11275,P00020 P01972 P00133 P00006 P00219
U08188,P00020 P00133 P00006 P00002 P00219
U05207,P00020 P01972 P00001 P00133 P00219
U29218,P00020 P01972 P00133 P00001 P00219
U11757,P00020 P01972 P00001 P00006 P00133
U09420,P00020 P00001 P01972 P00133 P00006
U22319,P00020 P01972 P00001 P00133 P00006
U24518,P00020 P01972 P00002 P00133 P00001
U15297,P00020 P01972 P00006 P00002 P00196
U12428,P01972 P00133 P00001 P00006 P00219
U24760,P00020 P01972 P00001 P00133 P00006
U18763,P01972 P00006 P00133 P00001 P00219
U29415,P00020 P01972 P00006 P00001 P00133
U17010,P00020 P01972 P00001 P00133 P00006
U23339,P01972 P00133 P00001 P00006 P00002
U07679,P00020 P01972 P00001 P00133 P00006
U01646,P01972 P00020 P00133 P00001 P00219
U28728,P00020 P00001 P00133 P00006 P00002
U27680,P00020 P01972 P00001 P00006 P00219
U03772,P00020 P01972 P00006 P00133 P00001
U24395,P00020 P01972 P00133 P00001 P00002
U08615,P00020 P01972 P00133 P00001 P00006
U00608,P00020 P01972 P00133 P00219 P00006
U09886,P01972 P00133 P00001 P00006 P00219
U05472,P00020 P01972 P00133 P00006 P00001
U04633,P00020 P00133 P01972 P00001 P00002
U27608,P00020 P01972 P00001 P00006 P00133
U24637,P00020 P01972 P00133 P00001 P00006
U10424,P00020 P01972 P00001 P00006 P00133
U29384,P00020 P01972 P00133 P00006 P00002
U08824,P00020 P01972 P00133 P00006 P00001
U00532,P00020 P00001 P01972 P00133 P00006
U29417,P00020 P01972 P00133 P00001 P00006
U00038,P00020 P01972 P00001 P00133 P00006
U25824,P00020 P01972 P00133 P00001 P00006
U20416,P01972 P00133 P00006 P00001 P00219
U02763,P00020 P00001 P00006 P00219 P00002
U11738,P00020 P00001 P00006 P00219 P00002
U00539,P01972 P00001 P00133 P00006 P00219
U17193,P00020 P01972 P00133 P00001 P00006
U14548,P00020 P01972 P00133 P00006 P00219
U10696,P01972 P00133 P00001 P00219 P00002
U11149,P00020 P01972 P00133 P00219 P00006
U19888,P00020 P01972 P00001 P00006 P00002
U27468,P00020 P00001 P00006 P00133 P00219
U20634,P00020 P00001 P01972 P00133 P00006
U05888,P00020 P01972 P00219 P00133 P00006
U06425,P00020 P00133 P01972 P00001 P00006
U25898,P00020 P01972 P00001 P00133 P00219
U12135,P00020 P00001 P00133 P00006 P00219
U03606,P00020 P01972 P00001 P00133 P00006
U21408,P00020 P01972 P00001 P00133 P00219
U12865,P00020 P01972 P00001 P00133 P00219
U17762,P00020 P00001 P00006 P01972 P00196
U03370,P01972 P00001 P00133 P00006 P00219
U22874,P00020 P01972 P00133 P00001 P00006
U00062,P00020 P01972 P00001 P00133 P00006
U26755,P00020 P00133 P00002 P00001 P00196
U27282,P00020 P01972 P00006 P00196 P00001
U22373,P00001 P01972 P00133 P00006 P00219
U10852,P00020 P00001 P00133 P01972 P00196
U26660,P00020 P01972 P00001 P00006 P00219
U19574,P00020 P01972 P00001 P00006 P00133
U25872,P00020 P01972 P00001 P00133 P00006
U11746,P00020 P01972 P00133 P00002 P00006
U06770,P00020 P01972 P00133 P00001 P00006
U27180,P00020 P01972 P00006 P00001 P00002
U06113,P00020 P01972 P00001 P00133 P00006
U20968,P00020 P01972 P00133 P00006 P00196
U11134,P00020 P01972 P00219 P00001 P00133
U20851,P00020 P01972 P00001 P00196 P00219
U18474,P00020 P01972 P00001 P00006 P00133
U08891,P00020 P00006 P00133 P00001 P00219
U15803,P00020 P01972 P00006 P00133 P00219
U18996,P00020 P01972 P00001 P00133 P00006
U16060,P00020 P01972 P00133 P00001 P00219
U13931,P00020 P01972 P00133 P00001 P00219
U11171,P00020 P01972 P00133 P00001 P00006
U13553,P00020 P01972 P00001 P00006 P00002
U09163,P00020 P00006 P01972 P00001 P00002
U11456,P00020 P00002 P01972 P00001 P00219
U00196,P00020 P01972 P00006 P00001 P00219
U02888,P00020 P01972 P00001 P00006 P00219
U24426,P00020 P01972 P00001 P00006 P00133
U23597,P00020 P01972 P00001 P00133 P00002
U13836,P00020 P01972 P00001 P00133 P00006
U19140,P00020 P01972 P00133 P00006 P00002
U00174,P00020 P00001 P00006 P00133 P01972
U16699,P00020 P01972 P00001 P00006 P00002
U07181,P00020 P01972 P00001 P00133 P00006
U01120,P00020 P01972 P00001 P00219 P00006
U14136,P00020 P01972 P00006 P00001 P00219
U15177,P01972 P00219 P00006 P00196 P00020
U29538,P00020 P01972 P00006 P00133 P00001
U03882,P00001 P00133 P00224 P01972 P00562
U02283,P00020 P01972 P00006 P00001 P00133
U13955,P00020 P01972 P00133 P00006 P00001
U23131,P00020 P01972 P00001 P00196 P00006
U15078,P00020 P01972 P00001 P00006 P00002
U01487,P00020 P01972 P00001 P00133 P00006
U25463,P00020 P01972 P00133 P00006 P00001
U04332,P01972 P00133 P00001 P00219 P00196
U27720,P00020 P01972 P00006 P00001 P00133
U13503,P00020 P01972 P00001 P00006 P00133
U07658,P00020 P01972 P00001 P00006 P00219
U23061,P00020 P01972 P00001 P00002 P00133
U28277,P00020 P01972 P00001 P00006 P00133
U28493,P00020 P01972 P00133 P00006 P00219
U21891,P00020 P01972 P00001 P00133 P00006
U10524,P00351 P01209 P00249 P02083 P00108
U22761,P00020 P01972 P00006 P00133 P00001
U04622,P00020 P01972 P00001 P00006 P00133
U28059,P00020 P01972 P00002 P00219 P00196
U03024,P01972 P00453 P00196 P00219 P00133
U08427,P00020 P00001 P01972 P00133 P00006
U02061,P01972 P00133 P00006 P00001 P00219
U19883,P01972 P00006 P00001 P00133 P00219
U24010,P00020 P00001 P01972 P00006 P00133
U29986,P00020 P01972 P00133 P00001 P00006
U24328,P00020 P01972 P00001 P00133 P00196
U20717,P01972 P00003 P00133 P00219 P00562
U18705,P00020 P01972 P00001 P00006 P00219
U20589,P00020 P00001 P00219 P00006 P00133
U14679,P00020 P01972 P00006 P00001 P00219
U15370,P01972 P00001 P00006 P00133 P00219
U24190,P00133 P00001 P00006 P00219 P00196
U00009,P00020 P00133 P00001 P00006 P00219
U02141,P00020 P01972 P00133 P00001 P00006
U28344,P00020 P01972 P00001 P00006 P00219
U23726,P00020 P00001 P01972 P00133 P00002
U17718,P00020 P01972 P00219 P00006 P00133
U04543,P00020 P00001 P00133 P00006 P00219
U00092,P01972 P00006 P00001 P00002 P00219
U20789,P00020 P01972 P00001 P00002 P00006
U14359,P00020 P01972 P00001 P00006 P00219
U12614,P00020 P01972 P00006 P00001 P00133
U28933,P00020 P01972 P00133 P00001 P00006
U07314,P00006 P00001 P00002 P00219 P00562
U06643,P00020 P00133 P01972 P00001 P00006
U13374,P00020 P01972 P00133 P00006 P00001
U16164,P00001 P00006 P00133 P00002 P00219
U18609,P00020 P01972 P00133 P00006 P00001
U10881,P00020 P01972 P00001 P00006 P00133
U05404,P00020 P01972 P00006 P00001 P00133
U08843,P00020 P00001 P00219 P00002 P00196
U01401,P00020 P01972 P00001 P00219 P00196
U27226,P00020 P01972 P00133 P00219 P00006
U12280,P00020 P01972 P00001 P00133 P00219
U26777,P01972 P00001 P00020 P00196 P00006
U23400,P00020 P01972 P00001 P00133 P00219
U00497,P00020 P01972 P00001 P00006 P00196
U10547,P00020 P00001 P00133 P00002 P00219
U09687,P00020 P01972 P00006 P00133 P00001
U10062,P00020 P00001 P00006 P00133 P00002
U13706,P00020 P01972 P00133 P00001 P00219
U16529,P00020 P01972 P00133 P00006 P00219
U28884,P00020 P01972 P00006 P00001 P00133
U00163,P00020 P01972 P00001 P00006 P00133
U28748,P00020 P01972 P00133 P00001 P00006
U08222,P00020 P01972 P00133 P00006 P00001
U23091,P00020 P01972 P00001 P00133 P00006
U08997,P00020 P01972 P00001 P00006 P00133
U07240,P00020 P00006 P01972 P00133 P00001
U18719,P00020 P01972 P00006 P00001 P00133
U15307,P00020 P01972 P00133 P00006 P00001
U06242,P01972 P00001 P00133 P00006 P00002
U26496,P01972 P00133 P00001 P00219 P00196
U24056,P00020 P00133 P01972 P00002 P00006
U19461,P00196 P00020 P00553 P02043 P02749
U05310,P00020 P01972 P00006 P00219 P00133
U03941,P00020 P01972 P00001 P00133 P00006
U25260,P00020 P00002 P00006 P00001 P00219
U15576,P00020 P00001 P00133 P01972 P00006
U01306,P00020 P01972 P00006 P00002 P00219
U04520,P01972 P00006 P00133 P00001 P00196
U02343,P00001 P01972 P00196 P00006 P00133
U06699,P01972 P00001 P00133 P00006 P00219
U11932,P00020 P01972 P00001 P00133 P00006
U10056,P01972 P00001 P00133 P00196 P00219
U05987,P00020 P01972 P00006 P00133 P00219
U20128,P00020 P01972 P00133 P00001 P00006
U18074,P00020 P01972 P00133 P00006 P00219
U24449,P00020 P01972 P00001 P00133 P00006
U12992,P00020 P00133 P00006 P00001 P00219
U20082,P00020 P01972 P00001 P00133 P00006
U08409,P00020 P00001 P00006 P00002 P00219
U27977,P00196 P01972 P00020 P00595 P00002
U15554,P00020 P00133 P00001 P00006 P01972
U19116,P00020 P01972 P00133 P00001 P00006
U13395,P00020 P01972 P00001 P00006 P00002
U24057,P00020 P01972 P00006 P00001 P00133
U14336,P00020 P01972 P00133 P00001 P00006
U21881,P00020 P01972 P00001 P00006 P00133
U19997,P00020 P01972 P00001 P00133 P00006
U07353,P00020 P01972 P00001 P00133 P00006
U04291,P00020 P01972 P00006 P00133 P00002
U29143,P01972 P00133 P00001 P00006 P00219
U04841,P00020 P00133 P00006 P00219 P00002
U08830,P01972 P00001 P00133 P00196 P00002
U00614,P00020 P01972 P00133 P00006 P00219
U20402,P00020 P01972 P00001 P00133 P00219
U18707,P00020 P01972 P00133 P00001 P00006
U28495,P01972 P00522 P01840 P01257 P02744
U17960,P01972 P00001 P00133 P00006 P00002
U17549,P00020 P01972 P00001 P00133 P00219
U12697,P01582 P01588 P00914 P02283 P01593
U29063,P00020 P00006 P00219 P00001 P00133
U01980,P00020 P01972 P00133 P00006 P00001
U11010,P00020 P00001 P00562 P01972 P00133
U14103,P01972 P00001 P00006 P00133 P00219
U20762,P00020 P01972 P00001 P00133 P00002
U25276,P00020 P01972 P00001 P00006 P00002
U20044,P01972 P00006 P00020 P00133 P01098
U29674,P00020 P01972 P00001 P00133 P00006
U15033,P00020 P01972 P00001 P00133 P00219
U13723,P00020 P00133 P00001 P00219 P00196
U00856,P00020 P01972 P00001 P00006 P00002
U12669,P00020 P01972 P00001 P00133 P00006
U05293,P00020 P01972 P00133 P00006 P00001
U15829,P00020 P01972 P00001 P00133 P00219
U20804,P00020 P01972 P00001 P00006 P00002
U00801,P00001 P01972 P00006 P00133 P00196
U07396,P00020 P01972 P00133 P00006 P00219
U17830,P00020 P01972 P00133 P00006 P00002
U04902,P00020 P00133 P00001 P00006 P00219
U01190,P00020 P01972 P00001 P00196 P00133
U12592,P01972 P00006 P00219 P00002 P00196
U07593,P00020 P00001 P00133 P00219 P01972
U15989,P00020 P00133 P01972 P00002 P00006
U03969,P00020 P01972 P00133 P00006 P00002
U27120,P00020 P01972 P00133 P00001 P00006
U06610,P00020 P00001 P00133 P00006 P00196
U29619,P00133 P00020 P00002 P01972 P00001
U08265,P00020 P01972 P00001 P00133 P00006
U10507,P00020 P00001 P00133 P00006 P00219
U29883,P01972 P00133 P00001 P00006 P00219
U19048,P00020 P00133 P01972 P00001 P00006
U23757,P00020 P01972 P00001 P00133 P00219
U20275,P00020 P01972 P00006 P00001 P00002
U06177,P00020 P00133 P00001 P00002 P00006
U15191,P00020 P01972 P00133 P00001 P00006
U00847,P00020 P01972 P00006 P00001 P00196
U20265,P00020 P01972 P00133 P00006 P00001
U09425,P00020 P01972 P00001 P00006 P00133
U07599,P00020 P01972 P00133 P00006 P00219
U08137,P00020 P01972 P00133 P00001 P00006
U13059,P00020 P01972 P00001 P00006 P00219
U10803,P00020 P00133 P01972 P00001 P00006
U27929,P00020 P01972 P00001 P00133 P00006
U29082,P00020 P01972 P00001 P00133 P00196
U10131,P00020 P01972 P00002 P00133 P00001
U14189,P00020 P01972 P00001 P00006 P00133
U19615,P02692 P00364 P00179 P00635 P03009
U23778,P02855 P01424 P01254 P01631 P03009
U19481,P00020 P01972 P00133 P00001 P00006
U02239,P00020 P01972 P00006 P00133 P00219
U10898,P00020 P01972 P00001 P00006 P00133
U14107,P01972 P00133 P00001 P00006 P00002
U22694,P01972 P00006 P00133 P00001 P00196
U18925,P00020 P00006 P00001 P00133 P00219
U02244,P00020 P01972 P00133 P00002 P00001
U01735,P00020 P01972 P00006 P00001 P00133
U24764,P00020 P01972 P00001 P00133 P00006
U06563,P01972 P00001 P00133 P00006 P00219
U20735,P00001 P00133 P00006 P00219 P00002
U12821,P00020 P01972 P00001 P00133 P00219
U10212,P01972 P00006 P00002 P00133 P00219
U24358,P00020 P01972 P00001 P00133 P00196
U08518,P00020 P01972 P00001 P00006 P00133
U21879,P00020 P01972 P00133 P00006 P00001
U16620,P00020 P00133 P00001 P00006 P00219
U12414,P01972 P00133 P00001 P00006 P00002
U02363,P00020 P01972 P00006 P00001 P00002
U11436,P00020 P00001 P00006 P00133 P00219
U04079,P00020 P01972 P00133 P00001 P00002
U25512,P00020 P01972 P00133 P00196 P00001
U21182,P00020 P01972 P00133 P00001 P00002
U28165,P00020 P01972 P00006 P00219 P00001
U00726,P00020 P01972 P00006 P00133 P00001
U23575,P00020 P01972 P00133 P00006 P00219
U13455,P00020 P01972 P00133 P00219 P00006
U09608,P00020 P00006 P00001 P01972 P00133
U18493,P00020 P00133 P00006 P00001 P00219
U12349,P00020 P00001 P01972 P00133 P00006
U01930,P00020 P01972 P00001 P00133 P00562
U19472,P00020 P00001 P01972 P00133 P00002
U04418,P00020 P01972 P00006 P00133 P00001
U17856,P00020 P01972 P00133 P00006 P00001
U08354,P00020 P01972 P00001 P00133 P00006
U26185,P00020 P01972 P00001 P00133 P00006
U13777,P00020 P01972 P00006 P00133 P00001
U02745,P00020 P01972 P00006 P00133 P00001
U10708,P00020 P01972 P00133 P00006 P00001
U14962,P00001 P00133 P00006 P00219 P00002
U07419,P00020 P00006 P00001 P00133 P00219
U03115,P00020 P01972 P00219 P00002 P00196
U07556,P01569 P03157 P02431 P00104 P00541
U29504,P00020 P01972 P00001 P00133 P00006
U14840,P00020 P00006 P00133 P00001 P00219
U20992,P00020 P01972 P00133 P00001 P00006
U25224,P00020 P00001 P00006 P01972 P00133
U16615,P00020 P01972 P00006 P00133 P00001
U02062,P01972 P00001 P00133 P00006 P00002
U26572,P00020 P01972 P00133 P00006 P00001
U25027,P00020 P01972 P00001 P00006 P00133
U06393,P00020 P00001 P01972 P00002 P00006
U01165,P00020 P00133 P00001 P00006 P00002
U11657,P01972 P00001 P00133 P00219 P00002
U03528,P00020 P00001 P00006 P01972 P00133
U24382,P00020 P00133 P01972 P00006 P00002
U06489,P00020 P00001 P00006 P00196 P00133
U16894,P00020 P01972 P00133 P00006 P00002
U11788,P00020 P01972 P00133 P00001 P00006
U19096,P00020 P01972 P00006 P00133 P00001
U10511,P00020 P01972 P00001 P00133 P00006
U23453,P00020 P00001 P00133 P00006 P00219
U06925,P00020 P01972 P00133 P00001 P00219
U16841,P00020 P01972 P00001 P00006 P00002
U14803,P01972 P00133 P00001 P00219 P00196
U09518,P00020 P01972 P00001 P00133 P00006
U00812,P00020 P00001 P00133 P00006 P00219
U26567,P00020 P01972 P00001 P00006 P00002
U07760,P00020 P01972 P00006 P00001 P00133
U01548,P00020 P01972 P00133 P00006 P00001
U09515,P00020 P00133 P00001 P01972 P00006
U29375,P00020 P00133 P00006 P00001 P00219
U16215,P00020 P01972 P00133 P00001 P00006
U11378,P00020 P00133 P00006 P01972 P00001
U23737,P00020 P00006 P00001 P00219 P00002
U17991,P00020 P00001 P01972 P00006 P00003
U25425,P00020 P01972 P00006 P00001 P00002
U10322,P00020 P00133 P00006 P00001 P00219
U00278,P00020 P00001 P01972 P00006 P00133
U15566,P00020 P01972 P00133 P00001 P00006
U24096,P00020 P01972 P00001 P00002 P00006
U02027,P00020 P01972 P00133 P00001 P00006
U27190,P00133 P00001 P00006 P00219 P00002
U07358,P01972 P00133 P00001 P00006 P00002
U11549,P00020 P01972 P00001 P00133 P00002
U13013,P00020 P01972 P00001 P00133 P00006
U12583,P00020 P01972 P00006 P00002 P00133
U11963,P00020 P01972 P00001 P00006 P00133
U15086,P00020 P01972 P00001 P00006 P00002
U29545,P00020 P01972 P00001 P00133 P00006
U15006,P00020 P00006 P01972 P00133 P00001
U25088,P00020 P01972 P00001 P00133 P00006
U02992,P00020 P01972 P00133 P00006 P00219
U19358,P02547 P00975 P01485 P01534 P02472
U12742,P00020 P00219 P00196 P01972 P00006
U13973,P00020 P01972 P00006 P00219 P00002
U20949,P00020 P00001 P00006 P01972 P00196
U01832,P00020 P00006 P00133 P00001 P00219
U23745,P00020 P00133 P00006 P00001 P01972
U06652,P00020 P00006 P00467 P00453 P00008
U11126,P00020 P00006 P00001 P00133 P01972
U26183,P01972 P00133 P00001 P00006 P00002
U12820,P01972 P00001 P00006 P00133 P00219
U07916,P01972 P00001 P00133 P00006 P00002
U25274,P00020 P00001 P01972 P00133 P00006
U17961,P00020 P01972 P00001 P00133 P00006
U20083,P00020 P01972 P00133 P00001 P00006
U05149,P00020 P01972 P00001 P00133 P00006
U20605,P00001 P00133 P00219 P00006 P00002
U04813,P00006 P00133 P01972 P00219 P00001
U08934,P00020 P01972 P00001 P00133 P00006
U24774,P00020 P01972 P00006 P00133 P00219
U19965,P00020 P00133 P00001 P01972 P00006
U14974,P00020 P01972 P00006 P00001 P00219
U29598,P00020 P01972 P00001 P00006 P00133
U26058,P00020 P00001 P00133 P01972 P00006
U10406,P00020 P01972 P00001 P00006 P00196
U08715,P00020 P01972 P00133 P00006 P00001
U21362,P00020 P01972 P00001 P00133 P00006
U22504,P00020 P00001 P01972 P00133 P00006
U09175,P00020 P01972 P00006 P00133 P00219
U27735,P00020 P00133 P00006 P00001 P00002
U09936,P00020 P01972 P00133 P00001 P00006
U00530,P00020 P01972 P00006 P00133 P00219
U21991,P01972 P00133 P00006 P00001 P00219
U12817,P00020 P01972 P00133 P00001 P00219
U03054,P00020 P01972 P00001 P00133 P00006
U10416,P00020 P01972 P00133 P00001 P00006
U10502,P00020 P01972 P00001 P00133 P00006
U13293,P00020 P01972 P00001 P00006 P00133
U02987,P00020 P01972 P00133 P00006 P00219
