user_id,item_id
U07283,P00219
U12153,P00020
U12153,P01972
U12153,P00133
U12153,P00219
U12153,P00562
U18424,P00020
U18424,P01972
U18424,P00006
U18424,P00219
U18424,P00196
U07634,P00020
U07634,P00133
U07634,P00219
U07634,P00006
U07634,P01972
U25694,P01972
U25694,P00006
U25694,P00001
U25694,P00219
U25694,P00133
U24917,P00006
U24917,P01972
U24917,P00219
U24917,P00001
U24917,P00002
U20643,P00020
U20643,P00219
U20643,P00006
U20643,P00133
U20643,P00001
U08318,P00133
U08318,P00020
U08318,P01972
U08318,P00219
U08318,P00006
U03735,P00020
U03735,P01972
U03735,P00006
U03735,P00001
U03735,P00133
U20467,P00467
U20467,P01684
U20467,P02654
U20467,P00123
U20467,P01909
U01257,P00006
U01257,P00001
U01257,P00133
U01257,P00219
U01257,P00196
U18559,P01972
U18559,P00006
U18559,P00133
U18559,P00219
U18559,P00001
U16930,P00020
U16930,P00219
U16930,P02172
U16930,P02537
U16930,P00467
U28720,P00020
U28720,P01972
U28720,P00001
U28720,P00219
U28720,P00133
U21215,P00020
U21215,P00133
U21215,P00006
U21215,P00219
U21215,P00562
U01952,P00020
U01952,P00133
U01952,P01972
U01952,P00562
U01952,P00002
U29288,P00133
U29288,P00020
U29288,P01972
U29288,P00001
U29288,P00562
U09527,P00219
U09527,P00079
U09527,P02835
U09527,P00222
U09527,P01763
U27699,P01380
U27699,P00020
U27699,P01972
U27699,P00006
U27699,P00219
U04213,P00006
U04213,P00219
U04213,P00001
U04213,P01972
U04213,P00133
U25679,P01589
U25679,P01972
U25679,P00227
U25679,P02134
U25679,P01897
U17070,P00020
U17070,P01972
U17070,P00219
U17070,P00006
U17070,P00001
U28789,P00020
U28789,P00133
U28789,P00006
U28789,P00219
U28789,P00467
U16636,P00020
U16636,P00006
U16636,P01972
U16636,P00133
U16636,P00219
U03280,P02248
U03280,P02875
U03280,P02852
U03280,P01974
U03280,P02707
U23287,P00020
U23287,P00001
U23287,P01972
U23287,P00006
U23287,P00219
U13988,P00020
U13988,P01972
U13988,P00006
U13988,P00562
U13988,P00133
U10918,P00020
U10918,P01972
U10918,P00006
U10918,P00219
U10918,P00562
U19292,P01972
U19292,P00038
U19292,P00020
U19292,P01840
U19292,P00224
U29274,P00001
U29274,P00020
U29274,P01097
U29274,P00954
U29274,P01371
U17465,P00020
U17465,P01972
U17465,P01684
U17465,P00006
U17465,P00196
U05521,P01972
U05521,P00765
U05521,P01677
U05521,P00911
U05521,P01300
U11063,P00020
U11063,P00133
U11063,P00219
U11063,P00006
U11063,P01972
U22094,P00020
U22094,P00133
U22094,P00219
U22094,P00006
U22094,P00002
U04310,P00020
U04310,P00133
U04310,P01972
U04310,P00001
U04310,P00219
U11146,P02159
U11146,P00562
U11146,P00006
U11146,P00020
U11146,P02382
U14789,P00133
U14789,P00006
U14789,P01972
U14789,P00020
U14789,P01371
U15734,P00020
U15734,P01972
U15734,P00133
U15734,P00001
U15734,P00196
U11458,P00020
U11458,P00133
U11458,P00006
U11458,P00219
U11458,P00001
U02677,P00133
U02677,P00020
U02677,P01972
U02677,P00219
U02677,P00006
U03761,P00020
U03761,P00133
U03761,P00001
U03761,P00006
U03761,P01972
U00118,P00020
U00118,P01972
U00118,P00006
U00118,P00133
U00118,P00562
U04657,P00020
U04657,P00006
U04657,P00133
U04657,P01972
U04657,P00219
U26262,P00020
U26262,P00006
U26262,P00133
U26262,P00219
U26262,P01972
U26276,P00020
U26276,P00133
U26276,P00006
U26276,P00219
U26276,P00002
U03227,P00020
U03227,P00006
U03227,P01972
U03227,P02159
U03227,P00196
U16605,P00020
U16605,P00133
U16605,P01972
U16605,P00006
U16605,P00001
U22243,P00020
U22243,P01972
U22243,P00219
U22243,P00006
U22243,P00001
U25545,P00133
U25545,P00006
U25545,P00001
U25545,P00002
U25545,P00196
U28548,P00020
U28548,P00133
U28548,P01972
U28548,P00001
U28548,P00219
U16392,P00464
U16392,P02499
U16392,P00563
U16392,P02880
U16392,P00585
U21655,P00020
U21655,P01972
U21655,P00133
U21655,P00006
U21655,P00562
U16814,P00133
U16814,P00562
U16814,P00020
U16814,P01972
U16814,P00006
U06137,P00020
U06137,P01972
U06137,P00196
U06137,P00006
U06137,P00001
U29331,P00006
U29331,P00020
U29331,P00003
U29331,P00562
U29331,P02159
U07710,P00020
U07710,P00133
U07710,P01972
U07710,P00006
U07710,P00001
U00816,P00020
U00816,P01972
U00816,P00219
U00816,P00006
U00816,P00562
U23682,P00020
U23682,P00006
U23682,P00133
U23682,P01972
U23682,P00196
U28278,P00020
U28278,P01972
U28278,P00133
U28278,P00006
U28278,P00001
U03728,P01917
U03728,P02204
U03728,P01763
U03728,P00133
U03728,P01388
U22122,P00020
U22122,P00006
U22122,P00133
U22122,P01972
U22122,P00219
U18997,P00006
U18997,P01972
U18997,P00001
U18997,P02159
U18997,P00002
U11674,P01976
U11674,P02008
U11674,P00225
U11674,P00102
U11674,P01198
U16778,P00020
U16778,P00467
U16778,P01910
U16778,P02537
U16778,P00219
U23342,P00020
U23342,P00467
U23342,P00006
U23342,P00386
U23342,P01910
U22498,P02565
U22498,P01155
U22498,P02463
U22498,P03003
U22498,P01361
U24122,P00020
U24122,P00006
U24122,P00219
U24122,P00002
U24122,P00467
U10213,P01976
U10213,P01256
U10213,P00018
U10213,P00930
U10213,P02340
U13225,P00020
U13225,P00006
U13225,P01972
U13225,P00219
U13225,P00133
U13282,P00020
U13282,P00219
U13282,P01972
U13282,P00001
U13282,P00006
U09395,P00020
U09395,P01972
U09395,P00133
U09395,P00001
U09395,P00006
U05061,P00020
U05061,P00002
U05061,P00006
U05061,P00562
U05061,P00219
U26622,P00020
U26622,P01972
U26622,P00133
U26622,P00006
U26622,P00001
U28839,P00133
U28839,P00020
U28839,P00467
U28839,P00006
U28839,P01972
U01532,P00219
U01532,P00006
U01532,P00562
U01532,P00020
U01532,P03156
U20638,P00006
U20638,P01972
U20638,P00133
U20638,P00001
U20638,P00219
U01193,P00020
U01193,P00133
U01193,P00006
U01193,P00001
U01193,P00196
U15833,P01972
U15833,P00006
U15833,P00133
U15833,P00001
U15833,P00002
U12487,P00020
U12487,P00133
U12487,P01972
U12487,P00562
U12487,P00219
U25956,P00006
U25956,P00133
U25956,P01972
U25956,P00020
U25956,P00001
U23899,P00020
U23899,P00562
U23899,P00133
U23899,P00270
U23899,P00454
U12324,P00020
U12324,P01972
U12324,P00006
U12324,P00133
U12324,P00219
U27038,P00020
U27038,P00133
U27038,P01972
U27038,P00001
U27038,P00219
U01070,P00006
U01070,P01972
U01070,P00133
U01070,P00001
U01070,P00219
U18181,P01972
U18181,P00562
U18181,P00020
U18181,P00133
U18181,P00006
U03027,P00020
U03027,P00006
U03027,P00219
U03027,P00001
U03027,P00002
U25079,P00020
U25079,P00133
U25079,P00219
U25079,P00006
U25079,P00001
U01386,P01972
U01386,P00020
U01386,P00219
U01386,P00133
U01386,P00006
U19602,P00020
U19602,P00133
U19602,P00006
U19602,P00002
U19602,P00562
U04681,P01402
U04681,P00875
U04681,P01531
U04681,P00226
U04681,P00892
U03740,P00020
U03740,P00562
U03740,P01972
U03740,P00946
U03740,P03158
U14729,P00006
U14729,P00133
U14729,P00219
U14729,P00001
U14729,P00002
U13018,P00020
U13018,P01972
U13018,P00133
U13018,P00001
U13018,P00219
U19436,P01972
U19436,P02037
U19436,P01763
U19436,P03158
U19436,P00219
U20815,P01901
U20815,P00816
U20815,P00550
U20815,P01547
U20815,P01632
U24785,P00020
U24785,P00133
U24785,P00001
U24785,P00219
U24785,P01972
U11819,P00020
U11819,P01972
U11819,P01684
U11819,P00219
U11819,P00133
U09037,P00020
U09037,P01972
U09037,P00006
U09037,P00219
U09037,P00001
U10867,P00020
U10867,P01972
U10867,P01684
U10867,P00006
U10867,P00196
U26327,P00020
U26327,P00133
U26327,P00006
U26327,P00001
U26327,P00219
U05641,P00006
U05641,P00133
U05641,P00219
U05641,P00001
U05641,P00595
U05052,P00020
U05052,P01972
U05052,P00219
U05052,P00006
U05052,P00001
U23068,P00020
U23068,P00133
U23068,P01972
U23068,P00001
U23068,P00562
U16345,P00020
U16345,P00133
U16345,P00006
U16345,P00196
U16345,P00001
U01431,P00020
U01431,P00133
U01431,P00006
U01431,P00219
U01431,P00196
U01432,P00020
U01432,P00133
U01432,P00219
U01432,P00001
U01432,P01972
U12400,P00020
U12400,P00196
U12400,P00001
U12400,P01972
U12400,P00006
U03964,P00133
U03964,P00006
U03964,P00001
U03964,P00196
U03964,P00562
U22062,P00020
U22062,P01972
U22062,P00001
U22062,P00006
U22062,P00196
U28721,P00020
U28721,P00133
U28721,P01972
U28721,P00006
U28721,P00001
U17216,P00020
U17216,P00133
U17216,P01972
U17216,P00006
U17216,P03186
U28539,P00020
U28539,P00133
U28539,P00219
U28539,P00006
U28539,P00001
U03441,P00020
U03441,P00133
U03441,P01972
U03441,P00001
U03441,P00219
U07745,P00020
U07745,P00133
U07745,P00006
U07745,P00219
U07745,P00002
U03038,P00563
U03038,P00006
U03038,P01917
U03038,P01684
U03038,P00562
U11869,P00020
U11869,P01972
U11869,P00219
U11869,P00001
U11869,P00224
U14043,P00020
U14043,P00133
U14043,P01972
U14043,P00006
U14043,P00001
U08225,P00020
U08225,P00006
U08225,P00133
U08225,P00219
U08225,P00002
U00289,P00020
U00289,P00133
U00289,P01972
U00289,P00006
U00289,P00219
U29914,P00020
U29914,P00006
U29914,P00001
U29914,P00467
U29914,P00219
U24085,P00006
U24085,P01972
U24085,P00001
U24085,P00133
U24085,P00219
U17403,P00020
U17403,P00219
U17403,P00133
U17403,P00562
U17403,P00006
U01158,P00020
U01158,P01972
U01158,P00001
U01158,P02159
U01158,P00006
U00348,P00467
U00348,P00002
U00348,P02537
U00348,P01763
U00348,P00595
U04978,P00006
U04978,P01972
U04978,P00219
U04978,P00196
U04978,P00562
U14771,P00020
U14771,P00133
U14771,P01972
U14771,P00219
U14771,P00001
U12264,P00020
U12264,P00133
U12264,P01972
U12264,P00467
U12264,P00008
U23544,P00020
U23544,P01972
U23544,P00001
U23544,P00133
U23544,P00219
U13599,P00020
U13599,P00006
U13599,P00133
U13599,P00001
U13599,P00562
U25048,P00020
U25048,P00133
U25048,P01972
U25048,P00219
U25048,P00006
U24461,P00020
U24461,P01972
U24461,P00006
U24461,P00133
U24461,P00001
U27594,P00133
U27594,P00020
U27594,P00219
U27594,P00520
U27594,P03122
U14112,P00020
U14112,P00133
U14112,P00006
U14112,P00219
U14112,P00001
U10777,P00020
U10777,P00133
U10777,P00006
U10777,P00219
U10777,P00001
U01802,P00020
U01802,P01972
U01802,P00133
U01802,P00006
U01802,P00001
U06750,P00020
U06750,P00133
U06750,P01972
U06750,P00219
U06750,P00006
U14421,P00020
U14421,P02119
U14421,P00224
U14421,P00001
U14421,P01972
U20343,P00020
U20343,P01972
U20343,P00006
U20343,P00219
U20343,P00562
U12397,P00020
U12397,P00006
U12397,P01972
U12397,P00219
U12397,P00562
U28522,P00020
U28522,P00133
U28522,P00219
U28522,P00006
U28522,P00001
U21069,P00020
U21069,P00467
U21069,P00562
U21069,P00081
U21069,P00002
U27114,P00020
U27114,P00133
U27114,P00006
U27114,P00196
U27114,P00001
U16767,P00133
U16767,P00006
U16767,P00219
U16767,P00001
U16767,P00002
U25318,P00020
U25318,P00133
U25318,P00219
U25318,P00006
U25318,P00001
U25338,P00020
U25338,P01972
U25338,P00006
U25338,P00133
U25338,P00219
U03952,P00020
U03952,P00219
U03952,P01813
U03952,P00133
U03952,P00196
U28554,P00020
U28554,P00133
U28554,P00006
U28554,P00219
U28554,P00002
U03758,P00006
U03758,P01972
U03758,P00001
U03758,P00133
U03758,P00219
U09301,P00020
U09301,P00133
U09301,P00219
U09301,P00006
U09301,P00001
U27136,P00562
U27136,P00006
U27136,P00020
U27136,P00219
U27136,P00133
U19941,P00020
U19941,P00133
U19941,P00001
U19941,P00219
U19941,P01972
U23414,P00020
U23414,P03037
U23414,P01380
U23414,P00006
U23414,P01972
U07072,P03026
U07072,P01972
U07072,P02001
U07072,P01977
U07072,P00224
U27037,P00020
U27037,P02656
U27037,P01951
U27037,P01913
U27037,P00139
U00265,P00006
U00265,P01972
U00265,P00133
U00265,P00001
U00265,P00219
U10487,P00020
U10487,P00006
U10487,P00002
U10487,P00219
U10487,P00133
U05244,P00020
U05244,P00133
U05244,P00006
U05244,P00219
U05244,P00001
U02509,P00020
U02509,P01972
U02509,P00133
U02509,P00006
U02509,P00001
U09818,P00020
U09818,P01972
U09818,P00001
U09818,P00133
U09818,P00006
U29266,P00951
U29266,P00219
U29266,P02062
U29266,P02092
U29266,P00220
U22073,P00020
U22073,P01972
U22073,P00006
U22073,P00219
U22073,P00002
U10535,P00020
U10535,P00133
U10535,P00006
U10535,P00219
U10535,P00001
U16306,P01972
U16306,P00133
U16306,P00006
U16306,P00002
U16306,P00219
U12542,P00133
U12542,P00219
U12542,P00006
U12542,P01972
U12542,P03125
U20633,P03083
U20633,P00562
U20633,P00219
U20633,P00006
U20633,P00020
U19771,P00020
U19771,P00006
U19771,P01972
U19771,P00219
U19771,P00133
U17697,P00020
U17697,P00562
U17697,P00219
U17697,P00006
U17697,P01972
U17104,P00006
U17104,P01972
U17104,P00001
U17104,P00133
U17104,P00219
U11275,P00020
U11275,P00006
U11275,P00219
U11275,P00002
U11275,P00133
U08188,P00020
U08188,P00006
U08188,P00133
U08188,P00219
U08188,P00002
U05207,P00020
U05207,P01972
U05207,P00133
U05207,P00219
U05207,P00001
U29218,P00020
U29218,P00219
U29218,P00133
U29218,P00001
U29218,P01972
U11757,P00020
U11757,P00562
U11757,P00006
U11757,P00219
U11757,P01972
U09420,P00020
U09420,P00133
U09420,P00006
U09420,P00219
U09420,P00001
U22319,P00020
U22319,P01972
U22319,P00006
U22319,P00001
U22319,P00219
U24518,P01972
U24518,P00020
U24518,P02166
U24518,P00006
U24518,P00133
U15297,P00020
U15297,P00006
U15297,P01972
U15297,P00002
U15297,P00196
U12428,P00006
U12428,P00133
U12428,P01972
U12428,P00001
U12428,P00219
U24760,P00219
U24760,P00020
U24760,P00001
U24760,P00006
U24760,P00133
U18763,P00006
U18763,P00133
U18763,P00001
U18763,P01972
U18763,P00219
U29415,P00020
U29415,P01972
U29415,P00006
U29415,P00001
U29415,P00219
U17010,P00020
U17010,P00133
U17010,P01972
U17010,P00219
U17010,P00006
U23339,P00006
U23339,P01972
U23339,P00133
U23339,P00001
U23339,P00219
U07679,P00020
U07679,P00219
U07679,P00801
U07679,P00467
U07679,P00562
U01646,P01972
U01646,P00467
U01646,P00001
U01646,P00006
U01646,P00133
U28728,P00020
U28728,P00133
U28728,P00219
U28728,P00006
U28728,P00002
U27680,P00020
U27680,P01972
U27680,P00219
U27680,P00006
U27680,P00001
U03772,P00020
U03772,P01972
U03772,P00006
U03772,P00196
U03772,P00001
U24395,P00020
U24395,P00133
U24395,P01972
U24395,P00001
U24395,P00562
U08615,P00020
U08615,P01972
U08615,P00006
U08615,P00219
U08615,P00133
U00608,P00219
U00608,P00133
U00608,P01972
U00608,P02159
U00608,P00020
U09886,P01972
U09886,P00562
U09886,P00133
U09886,P00219
U09886,P00001
U05472,P01972
U05472,P00020
U05472,P00219
U05472,P00133
U05472,P00006
U04633,P00999
U04633,P02134
U04633,P02644
U04633,P02037
U04633,P00219
U27608,P00020
U27608,P01972
U27608,P00133
U27608,P00006
U27608,P00219
U24637,P00020
U24637,P00133
U24637,P01972
U24637,P00006
U24637,P00467
U10424,P00020
U10424,P00006
U10424,P01972
U10424,P00219
U10424,P00562
U29384,P00020
U29384,P00219
U29384,P00133
U29384,P00006
U29384,P01972
U08824,P00020
U08824,P00219
U08824,P00133
U08824,P01972
U08824,P00006
U00532,P00133
U00532,P00020
U00532,P01972
U00532,P00562
U00532,P00006
U29417,P00020
U29417,P01972
U29417,P00196
U29417,P00006
U29417,P00001
U00038,P00020
U00038,P01972
U00038,P00133
U00038,P00467
U00038,P00001
U25824,P00020
U25824,P01972
U25824,P00006
U25824,P00219
U25824,P00001
U20416,P00006
U20416,P01972
U20416,P00001
U20416,P00133
U20416,P00219
U02763,P00020
U02763,P00006
U02763,P00219
U02763,P00196
U02763,P00001
U11738,P00020
U11738,P00219
U11738,P00006
U11738,P00562
U11738,P00196
U00539,P00006
U00539,P01972
U00539,P00133
U00539,P00001
U00539,P00219
U17193,P00020
U17193,P00133
U17193,P00224
U17193,P01972
U17193,P00219
U14548,P00020
U14548,P01972
U14548,P00006
U14548,P00133
U14548,P00219
U10696,P00133
U10696,P01972
U10696,P00001
U10696,P00219
U10696,P00196
U11149,P00020
U11149,P00133
U11149,P00006
U11149,P00219
U11149,P01972
U19888,P00020
U19888,P01972
U19888,P00006
U19888,P00001
U19888,P00196
U27468,P00020
U27468,P00006
U27468,P00133
U27468,P00219
U27468,P00001
U20634,P00020
U20634,P00133
U20634,P00467
U20634,P00006
U20634,P01972
U05888,P00020
U05888,P00219
U05888,P00006
U05888,P00002
U05888,P01972
U06425,P00020
U06425,P00133
U06425,P00006
U06425,P01972
U06425,P00002
U25898,P00020
U25898,P00595
U25898,P00133
U25898,P00006
U25898,P01972
U12135,P00020
U12135,P00001
U12135,P00006
U12135,P00219
U12135,P00133
U03606,P00020
U03606,P01972
U03606,P00562
U03606,P00219
U03606,P00001
U21408,P00020
U21408,P00001
U21408,P01972
U21408,P00133
U21408,P00219
U12865,P00020
U12865,P00001
U12865,P01972
U12865,P00219
U12865,P03158
U17762,P00006
U17762,P00133
U17762,P03158
U17762,P00003
U17762,P00453
U03370,P00006
U03370,P01972
U03370,P00219
U03370,P00133
U03370,P00001
U22874,P00020
U22874,P00133
U22874,P00219
U22874,P01972
U22874,P00006
U00062,P00020
U00062,P01972
U00062,P00133
U00062,P00001
U00062,P00006
U26755,P00020
U26755,P00001
U26755,P00133
U26755,P00006
U26755,P01972
U27282,P00020
U27282,P00133
U27282,P01972
U27282,P00006
U27282,P01212
U22373,P01972
U22373,P00006
U22373,P00133
U22373,P00001
U22373,P00219
U10852,P00020
U10852,P00006
U10852,P00562
U10852,P00219
U10852,P00001
U26660,P00020
U26660,P01972
U26660,P00219
U26660,P00006
U26660,P00001
U19574,P00020
U19574,P01972
U19574,P00006
U19574,P00219
U19574,P00133
U25872,P00020
U25872,P00006
U25872,P00133
U25872,P00001
U25872,P01972
U11746,P01972
U11746,P00020
U11746,P02166
U11746,P00453
U11746,P01100
U06770,P00020
U06770,P00133
U06770,P01972
U06770,P00001
U06770,P00006
U27180,P00020
U27180,P01763
U27180,P01755
U27180,P01904
U27180,P00453
U06113,P00020
U06113,P01972
U06113,P00006
U06113,P00133
U06113,P00001
U20968,P00020
U20968,P00006
U20968,P01972
U20968,P00133
U20968,P00562
U11134,P01834
U11134,P00467
U11134,P02223
U11134,P00020
U11134,P01980
U20851,P00020
U20851,P01972
U20851,P00219
U20851,P01897
U20851,P00002
U18474,P00020
U18474,P00133
U18474,P01972
U18474,P00006
U18474,P00219
U08891,P00020
U08891,P00133
U08891,P00219
U08891,P00001
U08891,P00006
U15803,P00020
U15803,P00006
U15803,P00133
U15803,P00002
U15803,P00219
U18996,P00020
U18996,P00133
U18996,P01972
U18996,P00006
U18996,P00001
U16060,P00020
U16060,P00001
U16060,P01972
U16060,P00219
U16060,P00133
U13931,P00020
U13931,P00133
U13931,P01972
U13931,P00219
U13931,P00001
U11171,P00020
U11171,P00133
U11171,P00006
U11171,P01972
U11171,P00219
U13553,P00020
U13553,P01972
U13553,P00001
U13553,P00219
U13553,P00595
U09163,P00020
U09163,P00006
U09163,P01972
U09163,P00219
U09163,P00001
U11456,P01432
U11456,P02115
U11456,P00291
U11456,P00951
U11456,P00134
U00196,P00020
U00196,P01972
U00196,P00196
U00196,P00219
U00196,P00006
U02888,P00020
U02888,P01972
U02888,P00219
U02888,P00133
U02888,P00196
U24426,P00020
U24426,P01972
U24426,P00006
U24426,P00133
U24426,P00196
U23597,P00020
U23597,P00133
U23597,P01972
U23597,P00001
U23597,P00219
U13836,P00020
U13836,P00219
U13836,P00001
U13836,P00133
U13836,P00006
U19140,P00020
U19140,P01972
U19140,P00133
U19140,P00006
U19140,P03158
U00174,P00001
U00174,P00020
U00174,P00972
U00174,P00253
U00174,P01555
U16699,P00020
U16699,P01972
U16699,P00006
U16699,P00219
U16699,P00002
U07181,P00020
U07181,P00219
U07181,P00467
U07181,P00595
U07181,P00562
U01120,P00020
U01120,P01972
U01120,P00006
U01120,P00219
U01120,P00001
U14136,P00020
U14136,P01972
U14136,P00006
U14136,P00219
U14136,P00001
U15177,P03122
U15177,P03158
U15177,P01390
U15177,P02979
U15177,P01606
U29538,P00020
U29538,P00006
U29538,P00133
U29538,P00001
U29538,P00003
U03882,P01770
U03882,P01809
U03882,P00008
U03882,P00467
U03882,P02109
U02283,P00020
U02283,P01972
U02283,P00006
U02283,P00133
U02283,P00001
U13955,P00020
U13955,P01972
U13955,P00006
U13955,P00219
U13955,P00133
U23131,P01972
U23131,P00020
U23131,P00956
U23131,P00084
U23131,P02537
U15078,P01972
U15078,P00020
U15078,P00006
U15078,P00219
U15078,P00453
U01487,P00020
U01487,P00133
U01487,P00219
U01487,P01972
U01487,P00006
U25463,P00133
U25463,P00196
U25463,P00020
U25463,P00219
U25463,P00006
U04332,P00133
U04332,P01972
U04332,P00001
U04332,P00219
U04332,P00196
U27720,P00020
U27720,P00006
U27720,P00196
U27720,P01972
U27720,P00001
U13503,P00020
U13503,P01972
U13503,P00001
U13503,P00006
U13503,P00133
U07658,P00020
U07658,P01972
U07658,P00006
U07658,P00219
U07658,P00562
U23061,P00020
U23061,P01972
U23061,P00006
U23061,P00219
U23061,P00133
U28277,P00020
U28277,P01972
U28277,P00133
U28277,P00001
U28277,P00006
U28493,P00020
U28493,P00006
U28493,P00133
U28493,P00219
U28493,P00002
U21891,P00020
U21891,P00001
U21891,P01972
U21891,P00006
U21891,P00219
U10524,P00351
U10524,P00249
U10524,P00951
U10524,P01278
U10524,P00196
U22761,P00020
U22761,P01972
U22761,P00196
U22761,P00006
U22761,P00001
U04622,P00020
U04622,P00133
U04622,P01972
U04622,P00006
U04622,P00001
U28059,P00020
U28059,P01972
U28059,P00219
U28059,P00562
U28059,P00002
U03024,P00494
U03024,P00883
U03024,P02967
U03024,P02208
U03024,P01749
U08427,P00020
U08427,P00219
U08427,P00133
U08427,P00196
U08427,P02159
U02061,P00006
U02061,P00133
U02061,P01972
U02061,P00001
U02061,P00219
U19883,P01972
U19883,P00006
U19883,P00001
U19883,P00133
U19883,P00219
U24010,P00020
U24010,P01972
U24010,P02947
U24010,P00467
U24010,P00562
U29986,P00020
U29986,P00006
U29986,P01972
U29986,P00219
U29986,P00562
U24328,P00020
U24328,P00001
U24328,P01972
U24328,P00133
U24328,P00219
U20717,P01406
U20717,P00006
U20717,P01972
U20717,P02771
U20717,P00015
U18705,P00020
U18705,P01972
U18705,P00006
U18705,P00219
U18705,P00001
U20589,P00020
U20589,P00133
U20589,P00219
U20589,P00006
U20589,P00002
U14679,P00020
U14679,P01972
U14679,P00006
U14679,P00219
U14679,P00467
U15370,P00006
U15370,P00001
U15370,P01972
U15370,P00219
U15370,P00133
U24190,P00133
U24190,P00006
U24190,P00219
U24190,P00001
U24190,P00196
U00009,P00020
U00009,P00133
U00009,P00006
U00009,P00219
U00009,P00001
U02141,P00020
U02141,P01972
U02141,P00133
U02141,P00006
U02141,P00219
U28344,P00020
U28344,P00219
U28344,P01972
U28344,P00006
U28344,P00001
U23726,P00020
U23726,P00133
U23726,P00006
U23726,P00453
U23726,P01972
U17718,P00020
U17718,P00224
U17718,P00219
U17718,P01809
U17718,P01972
U04543,P00020
U04543,P00133
U04543,P00219
U04543,P00006
U04543,P00562
U00092,P01972
U00092,P00006
U00092,P00219
U00092,P00001
U00092,P00562
U20789,P00020
U20789,P01972
U20789,P00006
U20789,P00219
U20789,P00453
U14359,P00020
U14359,P01972
U14359,P00002
U14359,P01057
U14359,P00219
U12614,P00020
U12614,P00008
U12614,P00946
U12614,P00006
U12614,P01312
U28933,P00020
U28933,P01972
U28933,P00133
U28933,P00467
U28933,P00002
U07314,P00006
U07314,P00219
U07314,P00001
U07314,P00002
U07314,P00196
U06643,P00020
U06643,P00133
U06643,P00467
U06643,P00006
U06643,P01972
U13374,P00020
U13374,P00133
U13374,P00219
U13374,P00006
U13374,P00002
U16164,P00006
U16164,P00133
U16164,P00219
U16164,P00001
U16164,P00002
U18609,P00020
U18609,P01972
U18609,P00001
U18609,P00133
U18609,P00006
U10881,P00020
U10881,P00001
U10881,P01972
U10881,P00006
U10881,P00219
U05404,P00020
U05404,P00133
U05404,P01972
U05404,P00006
U05404,P00001
U08843,P00020
U08843,P00219
U08843,P00001
U08843,P00196
U08843,P00002
U01401,P00020
U01401,P01972
U01401,P00219
U01401,P00001
U01401,P00562
U27226,P00020
U27226,P01972
U27226,P00133
U27226,P00006
U27226,P00219
U12280,P00020
U12280,P00133
U12280,P01972
U12280,P00001
U12280,P00219
U26777,P00449
U26777,P02731
U26777,P02233
U26777,P02537
U26777,P01972
U23400,P00020
U23400,P00133
U23400,P01972
U23400,P00219
U23400,P00001
U00497,P00196
U00497,P02568
U00497,P00600
U00497,P00278
U00497,P01630
U10547,P00020
U10547,P00133
U10547,P00001
U10547,P00219
U10547,P00562
U09687,P00020
U09687,P00219
U09687,P01972
