user_id,item_ids
U00287,P00020 P01972 P00133 P00006 P00001
U00288,P00020 P01972 P00133 P00219 P00006
U00289,P00020 P01972 P00133 P00006 P00219
U00291,P01972 P00020 P00006 P00219 P00001
U00297,P00020 P01972 P00133 P00219 P00006
U00302,P00020 P01972 P00001 P00219 P01708
U00304,P00020 P01972 P00133 P00006 P00219
U00309,P01972 P00006 P00219 P00133 P00001
U00312,P00020 P00133 P00006 P00001 P00002
U00319,P00020 P01972 P00219 P00001 P00133
U00320,P00020 P01972 P00133 P00006 P00219
U00330,P00020 P00133 P01972 P00219 P00006
U00332,P00020 P00133 P01972 P00219 P00001
U00335,P00020 P01972 P00006 P00219 P00001
U00343,P00020 P01972 P00133 P00219 P00001
U00347,P01972 P00006 P00001 P00219 P00133
U00348,P00020 P01972 P00133 P00219 P00001
U00367,P00020 P00133 P00006 P00219 P00001
U00368,P00020 P01972 P00133 P00006 P00001
U00376,P00020 P01972 P00219 P00006 P00409
U00387,P01972 P00219 P00020 P00002 P00006
U00393,P00020 P01972 P00133 P00219 P00001
U00398,P00020 P00133 P01972 P00001 P00219
U00400,P00020 P01972 P00219 P00006 P00133
U00402,P00020 P01972 P00001 P00006 P00133
U00403,P01972 P00219 P00133 P00001 P00006
U00404,P00020 P01972 P00006 P00133 P00219
U00407,P00020 P01972 P00219 P00002 P00133
U00411,P00006 P00133 P01972 P00001 P00219
U00413,P01972 P00020 P00219 P00133 P01708
U00420,P00020 P01972 P00006 P00133 P00001
U00422,P00020 P01972 P00006 P01588 P00219
U00425,P00020 P00133 P01972 P00001 P00006
U00428,P00020 P01972 P00133 P00219 P00001
U00430,P00020 P01972 P00001 P00133 P00006
U00433,P00020 P01972 P00133 P00001 P00006
U00439,P00020 P01972 P00133 P00006 P00219
U00440,P00133 P00006 P00219 P00002 P00001
U00444,P00020 P00133 P00219 P00002 P00006
U00445,P00020 P01972 P00133 P00006 P00001
U00447,P00020 P01972 P00133 P00006 P00219
U00459,P00020 P01972 P00006 P00001 P00133
U00463,P00020 P01972 P00006 P00133 P00001
U00469,P00020 P01972 P00001 P00006 P00133
U00473,P00020 P01972 P00133 P00001 P00219
U00476,P01972 P00001 P00219 P00133 P00006
U00483,P00020 P01972 P00133 P00219 P00006
U00492,P00020 P01972 P00006 P00133 P00001
U00495,P01972 P00020 P00219 P00001 P00133
U00496,P00020 P00219 P00133 P01972 P00001
U00497,P00020 P01972 P00219 P00133 P00006
U00500,P01972 P00006 P00001 P00133 P00219
U00504,P00020 P01972 P00219 P00006 P00133
U00509,P00020 P01972 P00006 P00133 P00219
U00511,P00020 P00133 P01972 P00219 P00006
U00512,P01972 P00133 P00001 P00219 P00006
U00515,P01972 P00006 P00219 P00133 P00001
U00516,P00020 P00133 P00006 P00002 P00001
U00517,P00020 P00001 P01972 P00006 P00219
U00518,P00020 P00006 P01972 P00133 P00001
U00525,P00020 P01972 P00133 P00001 P00219
U00526,P00020 P01972 P00133 P00001 P02570
U00530,P00020 P01972 P00006 P00133 P00219
U00532,P00020 P01972 P00133 P00006 P00001
U00534,P00020 P01972 P00133 P00006 P00219
U00539,P01972 P00006 P00219 P00133 P00001
U00549,P01972 P00020 P00133 P00006 P00001
U00564,P01972 P00006 P00001 P00133 P00219
U00565,P00020 P00006 P01972 P00001 P00133
U00570,P00020 P01972 P00133 P00001 P00006
U00577,P00020 P01972 P00133 P00001 P00006
U00579,P00020 P01972 P00133 P00006 P00001
U00581,P00020 P01972 P00001 P00219 P00133
U00582,P00020 P01972 P00133 P00219 P00001
U00584,P00020 P01972 P00133 P00219 P00001
U00588,P00020 P00006 P01972 P00001 P00133
U00606,P00020 P01972 P00133 P00006 P00219
U00608,P01972 P00020 P00133 P00219 P00006
U00609,P00020 P01972 P00219 P00133 P00001
U00610,P00020 P00133 P00219 P00006 P00001
U00614,P00020 P01972 P00006 P00133 P00219
U00616,P00020 P00006 P00219 P00002 P00196
U00618,P00020 P01972 P00133 P00001 P02584
U00623,P00020 P00133 P00001 P01972 P00006
U00628,P01972 P00006 P00133 P00219 P00001
U00633,P00020 P01972 P00001 P00133 P00219
U00635,P00020 P00133 P00219 P01972 P00001
U00636,P01972 P00006 P00219 P00133 P00001
U00639,P00020 P01972 P00001 P00133 P00196
U00648,P00020 P00001 P00006 P01972 P00133
U00651,P00020 P01972 P00001 P00006 P00133
U00662,P00020 P01972 P00133 P00006 P00001
U00665,P00020 P01972 P00001 P00219 P00006
U00678,P01972 P00006 P00219 P00133 P00001
U00681,P00020 P00001 P00006 P01972 P00133
U00692,P00020 P00006 P01972 P00219 P00133
U00697,P01972 P00020 P00133 P00006 P00219
U00701,P00020 P01972 P00133 P00006 P00001
U00704,P01972 P00133 P00219 P00001 P00006
U00708,P00020 P01972 P00133 P00006 P00001
U00720,P00020 P00133 P01972 P00006 P00001
U00722,P01972 P00133 P00001 P00006 P00219
U00725,P00133 P00020 P01972 P00219 P00001
U00726,P00020 P01972 P00133 P00006 P00001
U00731,P01972 P00006 P00219 P00001 P00002
U00733,P01972 P00006 P00219 P00133 P00001
U00736,P00020 P00133 P00006 P00219 P00001
U00739,P00020 P01972 P00006 P00219 P00133
U00742,P00219 P00020 P01972 P00133 P00453
U00744,P00020 P01972 P00133 P00006 P00001
U00751,P01972 P00006 P00001 P00219 P00002
U00762,P00020 P01972 P00133 P00001 P00219
U00764,P01972 P00006 P00133 P00219 P00001
U00766,P00020 P01972 P00133 P00219 P00006
U00768,P00020 P01972 P00001 P00006 P00133
U00771,P01972 P00001 P00219 P00002 P00133
U00773,P00020 P01972 P00219 P02692 P01424
U00777,P00020 P01972 P00133 P00219 P00001
U00778,P00001 P00020 P01972 P00219 P00002
U00780,P00020 P00133 P00219 P00006 P00001
U00781,P00020 P01972 P00219 P00001 P00002
U00785,P00020 P01972 P00001 P00219 P00006
U00786,P00020 P01972 P00133 P00006 P00001
U00789,P00020 P01972 P00133 P00001 P00006
U00794,P00020 P01972 P00001 P00133 P00006
U00795,P00020 P01972 P00133 P00006 P00219
U00800,P01972 P00020 P00133 P00219 P00001
U00801,P01972 P00001 P00133 P00006 P00219
U00804,P00020 P00133 P01972 P00001 P00006
U00805,P00020 P01972 P00133 P00001 P00219
U00810,P00020 P01972 P00006 P00001 P00219
U00812,P00020 P00133 P00219 P00006 P00001
U00816,P00020 P01972 P00006 P00219 P00001
U00819,P00020 P00001 P00133 P00219 P00006
U00824,P00020 P01972 P00133 P00006 P00001
U00828,P00020 P00133 P01972 P00219 P00001
U00829,P00020 P01972 P00001 P00133 P00006
U00831,P00020 P01972 P00219 P00006 P00133
U00832,P00020 P01972 P00001 P00006 P00219
U00835,P00020 P01972 P00002 P00006 P00001
U00837,P00020 P01972 P00001 P00219 P00133
U00840,P00020 P01972 P00133 P00219 P00001
U00847,P00020 P01972 P00006 P00219 P00133
U00848,P00020 P01972 P00133 P00219 P00001
U00852,P00020 P01972 P00001 P00006 P00133
U00856,P01972 P00020 P00006 P00001 P00219
U00859,P00020 P01972 P00133 P00006 P00002
U00861,P00020 P00001 P01972 P00006 P00219
U00864,P01972 P00219 P00133 P00020 P00001
U00865,P00020 P01972 P00133 P00001 P00006
U00871,P00001 P00020 P01972 P00133 P00219
U00872,P00020 P01972 P00001 P00006 P00133
U00873,P00020 P01972 P00133 P00006 P00001
U00880,P00020 P01972 P00133 P00001 P00006
U00884,P00020 P01972 P00133 P00006 P00219
U00890,P00020 P01972 P00001 P00133 P00006
U00892,P00020 P01972 P00133 P00001 P00006
U00899,P00020 P01972 P00133 P00006 P00219
U00906,P00020 P01972 P00133 P00006 P00002
U00907,P00020 P01972 P00006 P00133 P00001
U00908,P00020 P01972 P00133 P00219 P00006
U00910,P01972 P00006 P00219 P00001 P00133
U00912,P00020 P00133 P00006 P00219 P00001
U00915,P00020 P01972 P00006 P00133 P00001
U00916,P00020 P01972 P00006 P00133 P00001
U00919,P00020 P01972 P00133 P00001 P00006
U00920,P00020 P01972 P00133 P00001 P00219
U00921,P00020 P01972 P00133 P00001 P00219
U00924,P01972 P00133 P00001 P00219 P00006
U00926,P00020 P01972 P00133 P00001 P00006
U00929,P00020 P01972 P00006 P00133 P00001
U00931,P00133 P00006 P00219 P00002 P00001
U00940,P01972 P00006 P00219 P00133 P00001
U00943,P00219 P00020 P01972 P00133 P00001
U00944,P00020 P01972 P00133 P00219 P00006
U00954,P00020 P01972 P00006 P00219 P00001
U00962,P01972 P00006 P00219 P00133 P00002
U00964,P00219 P00001 P00020 P01972 P00133
U00965,P00020 P01972 P00001 P00006 P00133
U00967,P01972 P00020 P00133 P00006 P00001
U00969,P00020 P01972 P00006 P00133 P00001
U00970,P00020 P00006 P00219 P00001 P00002
U00971,P00020 P00006 P01972 P00219 P00133
U00973,P01972 P00133 P00219 P00006 P00389
U00978,P00020 P00133 P00001 P01972 P00006
U00992,P00020 P01972 P00006 P00219 P00001
U00995,P00020 P00133 P01972 P00006 P00219
U01000,P00020 P01972 P00219 P00001 P00006
U01001,P00020 P01972 P00001 P00133 P00219
U01002,P00020 P01972 P00219 P00006 P00133
U01006,P00020 P01972 P00001 P00219 P00133
U01011,P00020 P01972 P00133 P00006 P00001
U01012,P00020 P01972 P00001 P00006 P00133
U01016,P00020 P00133 P01972 P00006 P00219
U01019,P00020 P01972 P00133 P00006 P00219
U01022,P00020 P01972 P00133 P00001 P00219
U01023,P00020 P01972 P00133 P00006 P00001
U01024,P00133 P00006 P00001 P00002 P00196
U01027,P00020 P00133 P00219 P01972 P00006
U01028,P00020 P01972 P00133 P00001 P00006
U01031,P00020 P01972 P00001 P00006 P00133
U01034,P00020 P01972 P00133 P00006 P00219
U01042,P00020 P01972 P00133 P00006 P00219
U01045,P00020 P01972 P00006 P00133 P00219
U01047,P00006 P00020 P01972 P00219 P00133
U01052,P00020 P00006 P01972 P00001 P00219
U01053,P01972 P00001 P00219 P00006 P00133
U01057,P00020 P01972 P00133 P00006 P00219
U01058,P01972 P00001 P00219 P00133 P00006
U01060,P00020 P01972 P00133 P00006 P00219
U01065,P00020 P01972 P00006 P00001 P00133
U01067,P00020 P01972 P00133 P00001 P00219
U01069,P01972 P00006 P00133 P00001 P00219
U01070,P01972 P00001 P00219 P00006 P00133
U01075,P01972 P00133 P00006 P00219 P00001
U01078,P00020 P01972 P00133 P00001 P00006
U01079,P00020 P00219 P01972 P00133 P00006
U01084,P00020 P00006 P00219 P00001 P00002
U01086,P00020 P00219 P01972 P00006 P00133
U01089,P01972 P00001 P00006 P00219 P00133
U01091,P00020 P00219 P00133 P01972 P00001
U01097,P00020 P00133 P01972 P00219 P00006
U01099,P00020 P01972 P00006 P00133 P00219
U01102,P01972 P00133 P00006 P00002 P00001
U01105,P01972 P00001 P00219 P00002 P00133
U01106,P00020 P01972 P00133 P00006 P00219
U01112,P00020 P01972 P00133 P00001 P00219
U01114,P00020 P01972 P00219 P00133 P00006
U01120,P00020 P01972 P00001 P00219 P00006
U01121,P00020 P01972 P00133 P00006 P00219
U01122,P00020 P01972 P00133 P00219 P00006
U01124,P00020 P01972 P00006 P00133 P00001
U01131,P00020 P01972 P00133 P00219 P00006
U01132,P00133 P00020 P01972 P00219 P00001
U01133,P01972 P00020 P00006 P00133 P00219
U01134,P00020 P01972 P00133 P00001 P00006
U01136,P01972 P00006 P00219 P00002 P00133
U01142,P00020 P01972 P00001 P00133 P00006
U01146,P00020 P00133 P01972 P00006 P00219
U01147,P00020 P01972 P00001 P00133 P00006
U01156,P00020 P00219 P00133 P00006 P00001
U01158,P00020 P01972 P00133 P00001 P00006
U01160,P00020 P01972 P00133 P00006 P00219
U01165,P00020 P00133 P00006 P00002 P00001
U01166,P00020 P01972 P00133 P00001 P00219
U01176,P01972 P00006 P00133 P00001 P00219
U01179,P00020 P00133 P01972 P00006 P00219
U01180,P00020 P01972 P00133 P00006 P00219
U01181,P01972 P00001 P00020 P00133 P00006
U01183,P00020 P01972 P00133 P00006 P00001
U01187,P00020 P01972 P00133 P00006 P00001
U01190,P00020 P01972 P00133 P00001 P00219
U01193,P00020 P00006 P00133 P00002 P00001
U01198,P01972 P00001 P00133 P00219 P00562
U01199,P00020 P01972 P00133 P00001 P00219
U01201,P01972 P00020 P00006 P00001 P00002
U01203,P00020 P01972 P00133 P00001 P00006
U01206,P00020 P01972 P00133 P00219 P00001
U01207,P00020 P01972 P00006 P00133 P00001
U01212,P00020 P01972 P00006 P00133 P00219
U01213,P00020 P01972 P00133 P00219 P00006
U01216,P00020 P00133 P01972 P00006 P00001
U01218,P01972 P00219 P00001 P00133 P00002
U01220,P00020 P00133 P00219 P00006 P00001
U01221,P00020 P01972 P00133 P00006 P00219
U01236,P00020 P01972 P00133 P00006 P00001
U01238,P00020 P01972 P00006 P00133 P00001
U01240,P00006 P00020 P01972 P01632 P00001
U01244,P01972 P00006 P00133 P00219 P00001
U01247,P01972 P00133 P00006 P00001 P00002
U01250,P00020 P01972 P00133 P00006 P00001
U01256,P00020 P01972 P00001 P00133 P00219
U01257,P00001 P00006 P00219 P00002 P00133
U01259,P00020 P01972 P00133 P00219 P00001
U01274,P00020 P01972 P00006 P00133 P00001
U01285,P00020 P01972 P00006 P00219 P00001
U01286,P00020 P00219 P00133 P01972 P00006
U01290,P00020 P01972 P00133 P00219 P00002
U01293,P00020 P01972 P00001 P00133 P00006
U01302,P00020 P01972 P00006 P00001 P00219
U01304,P00020 P01972 P00133 P00001 P00006
U01306,P00020 P01972 P00006 P00219 P00002
U01313,P00020 P01972 P00001 P00219 P00562
U01317,P01972 P00020 P00133 P00001 P00219
U01320,P00020 P01972 P00133 P00006 P00219
U01323,P00020 P01972 P00133 P00001 P00219
U01329,P00020 P01972 P00133 P00001 P00006
U01332,P00020 P01972 P00219 P00133 P00006
U01335,P01972 P00133 P00001 P00219 P00006
U01337,P00020 P01972 P00001 P00133 P01304
U01338,P00020 P01972 P00219 P00133 P00006
U01340,P00020 P01972 P00133 P00001 P00006
U01341,P00020 P01972 P00001 P00133 P00219
U01346,P00020 P01972 P00133 P00001 P00219
U01347,P01972 P00001 P00219 P00002 P00133
U01348,P01972 P00006 P00001 P00219 P00133
U01355,P01972 P00020 P00001 P02647 P01575
U01360,P01972 P00006 P00001 P00219 P00133
U01363,P00020 P01972 P00001 P00133 P00006
U01364,P01972 P00006 P00219 P00133 P00001
U01366,P00020 P00001 P00006 P01972 P00133
U01371,P00020 P01972 P00006 P00001 P00219
U01374,P00020 P01972 P00133 P00006 P00001
U01378,P00020 P00133 P00006 P00219 P00001
U01382,P00020 P01972 P00006 P00133 P00219
U01386,P00020 P01972 P00133 P00006 P00001
U01392,P00020 P01972 P00133 P00001 P00006
U01400,P00020 P01972 P00133 P00006 P00001
U01401,P00020 P01972 P00219 P00001 P00002
U01402,P00020 P00133 P01972 P00219 P00006
U01405,P01972 P00006 P00219 P00133 P00001
U01411,P00020 P01972 P00001 P00133 P00219
U01415,P00020 P00006 P00219 P00001 P00002
U01416,P00020 P01972 P00133 P00006 P00001
U01418,P00020 P01972 P00133 P00006 P00001
U01425,P00020 P01972 P00219 P00006 P00001
U01427,P00020 P00001 P01972 P00006 P00133
U01430,P01972 P00133 P00020 P00219 P00001
U01431,P00020 P00133 P00219 P00006 P00001
U01432,P00020 P01972 P00133 P00001 P00219
U01438,P00020 P01972 P00133 P00219 P00001
U01440,P01972 P00006 P00219 P00001 P00133
U01448,P01972 P00133 P00219 P00006 P00001
U01449,P00020 P01972 P00133 P00001 P00006
U01451,P00020 P00133 P00006 P00002 P00196
U01454,P01972 P00006 P00020 P00133 P00001
U01455,P00020 P01972 P00133 P00219 P00001
U01456,P01972 P00001 P00133 P00219 P00002
U01462,P00133 P00020 P01972 P00219 P00006
U01463,P00020 P00006 P01972 P00133 P00001
U01468,P01972 P00020 P00006 P00219 P00001
U01474,P00020 P01972 P00006 P00133 P00219
U01480,P00020 P01972 P00133 P00006 P00001
U01485,P00020 P01972 P00219 P00133 P00006
U01486,P00020 P01972 P00133 P00006 P00001
U01487,P00020 P01972 P00133 P00006 P00219
U01495,P00020 P01972 P00133 P00001 P00006
U01502,P00020 P00006 P00219 P00133 P01972
U01507,P00133 P00020 P00006 P01972 P00001
U01510,P00020 P01972 P00001 P00006 P00133
U01511,P00020 P00133 P00219 P00006 P00001
U01517,P00020 P01972 P00006 P00133 P00219
U01518,P00020 P01972 P00133 P00006 P00219
U01519,P00020 P00133 P00219 P00001 P00006
U01520,P00020 P00001 P00006 P01972 P00133
U01532,P00020 P01972 P00006 P00133 P00001
U01538,P00020 P01972 P00133 P00006 P00001
U01540,P01972 P00001 P00133 P00006 P00219
U01548,P00020 P01972 P00133 P00006 P00001
U01549,P00133 P00020 P01972 P00219 P00001
U01550,P00020 P01972 P00219 P00133 P00001
U01554,P00020 P01972 P00133 P00219 P00001
U01561,P00020 P01972 P00133 P00006 P00001
U01570,P00020 P01972 P00133 P00006 P00219
U01571,P00020 P00006 P00219 P00002 P00001
U01574,P01972 P00006 P00133 P00219 P00001
U01576,P00020 P01972 P00133 P00001 P00219
U01582,P00020 P00133 P00001 P00219 P00002
U01585,P00020 P01972 P00006 P00001 P00219
U01587,P00020 P01972 P00006 P00219 P00133
U01590,P00020 P01972 P00133 P00001 P00219
U01593,P00020 P01972 P00133 P00001 P00219
U01597,P00020 P01972 P00133 P00219 P00002
U01600,P00020 P01972 P00219 P00006 P00945
U01617,P00020 P01972 P00133 P00006 P00219
U01619,P00020 P00133 P00219 P00006 P00001
U01621,P01972 P00133 P00020 P00006 P00001
U01624,P00020 P01972 P00133 P00219 P00001
U01637,P00020 P00133 P00219 P00006 P00001
U01641,P00020 P01972 P00133 P00006 P00001
U01645,P00020 P00001 P01972 P00133 P00219
U01646,P01972 P00133 P00001 P00020 P00219
U01647,P00020 P01972 P00133 P00001 P00006
U01649,P00020 P01972 P00219 P00006 P00003
U01660,P00020 P01972 P00133 P00006 P00001
U01663,P00020 P01972 P00133 P00001 P00006
U01664,P00020 P01972 P00219 P00006 P02658
U01666,P00020 P01972 P00133 P00001 P00006
U01674,P00020 P00133 P00219 P00006 P00001
U01687,P00020 P01972 P00001 P00133 P00219
U01688,P00020 P01972 P00006 P00133 P00219
U01692,P00020 P01972 P00219 P00001 P00998
U01704,P00020 P00006 P01972 P00219 P00001
U01706,P00020 P01972 P00006 P00219 P00001
U01707,P01972 P00001 P00133 P00006 P00219
U01710,P00020 P00133 P00006 P01972 P00219
U01713,P00020 P01972 P00133 P00001 P00006
U01716,P00020 P00133 P00006 P01972 P00219
U01726,P00020 P00001 P01972 P00219 P00133
U01727,P00020 P01972 P00219 P00133 P00006
U01728,P00020 P01972 P00001 P00219 P00006
U01733,P01972 P00001 P00219 P00196 P00002
U01735,P00020 P00001 P01972 P00006 P00219
U01740,P00133 P00020 P01972 P00006 P00219
U01741,P00020 P00006 P00219 P00133 P01972
U01742,P00020 P01972 P00001 P00006 P00133
U01747,P00020 P00133 P00006 P00001 P00219
U01749,P00020 P01972 P00133 P00001 P00006
U01750,P00020 P00133 P01972 P00001 P00006
U01751,P00020 P01972 P00006 P00001 P00002
U01752,P00020 P01972 P00006 P00133 P00001
U01755,P00020 P00133 P01972 P00219 P00006
U01757,P00020 P00006 P01972 P00133 P00219
U01771,P00133 P01972 P00020 P00219 P00001
U01778,P00020 P01972 P00219 P00001 P00006
U01786,P01972 P00001 P00133 P00219 P00002
U01790,P00020 P01972 P00006 P00133 P00219
U01793,P00020 P01972 P00006 P00219 P00001
U01797,P00020 P00133 P00219 P00001 P00002
U01798,P00020 P01972 P00133 P00006 P00219
U01802,P00020 P01972 P00133 P00001 P00006
U01806,P00020 P01972 P00219 P00001 P00006
U01811,P00020 P01972 P00133 P00001 P00006
U01812,P00006 P00001 P00219 P00002 P00196
U01816,P00020 P01972 P00001 P00133 P00006
U01825,P00020 P01972 P00006 P00219 P00001
U01827,P00020 P01972 P00133 P00219 P00006
U01828,P00020 P01972 P00133 P00001 P00006
U01832,P00020 P00006 P00133 P00219 P00001
U01833,P00020 P00001 P01972 P00133 P00219
U01834,P00001 P00020 P01972 P00133 P00453
U01842,P01972 P00020 P00133 P02183 P00219
U01847,P00020 P01972 P00133 P00219 P00006
U01850,P01972 P00006 P00219 P00001 P00133
U01851,P00020 P01972 P00001 P00133 P00006
U01853,P00020 P01972 P00001 P00006 P00133
U01854,P00020 P01972 P00001 P00133 P00006
U01858,P00020 P01972 P00133 P00001 P00219
U01860,P00020 P01972 P00133 P00001 P00006
U01862,P00020 P00133 P01972 P00001 P00006
U01864,P00020 P00001 P01972 P00006 P00133
U01867,P00020 P01972 P00133 P00001 P00006
U01868,P00020 P01972 P00133 P00006 P00001
U01871,P00020 P01972 P00133 P00006 P00001
U01872,P00020 P00219 P01972 P00133 P00006
U01874,P01972 P00006 P00001 P00133 P00219
U01876,P00219 P00020 P01972 P00001 P00133
U01878,P00020 P01972 P00001 P00133 P00006
U01880,P01972 P00006 P00133 P00001 P00002
U01895,P00020 P01972 P00006 P00219 P00001
U01897,P00020 P00133 P00219 P01972 P00006
U01900,P00020 P00006 P00133 P01972 P00219
U01903,P00020 P01972 P00133 P00001 P00006
U01906,P01972 P00006 P00001 P00133 P00219
U01909,P00020 P01972 P00219 P00006 P00133
U01915,P00020 P01972 P00006 P00219 P00133
U01917,P00020 P01972 P00001 P00219 P00006
U01930,P00020 P01972 P00133 P00001 P00002
U01931,P00020 P01972 P00133 P00219 P00006
U01934,P00006 P01972 P00133 P00001 P00219
U01935,P00020 P01972 P00001 P00133 P00219
U01939,P00020 P01972 P00133 P00001 P00219
U01942,P00020 P01972 P00001 P00219 P00133
U01948,P00020 P00006 P01972 P00133 P00001
U01950,P00006 P01972 P00133 P00219 P00001
U01952,P00020 P01972 P00133 P00219 P00006
U01956,P00020 P01972 P00219 P00133 P00008
U01964,P00020 P00133 P00219 P00006 P00001
U01966,P00020 P00133 P00001 P00002 P01972
U01968,P00020 P01972 P00133 P00219 P00006
U01972,P00020 P01972 P00001 P00133 P00006
U01980,P00020 P01972 P00133 P00001 P00219
U01985,P01972 P00133 P00219 P00006 P00001
U01989,P00020 P01972 P00133 P01708 P00001
U01990,P00020 P01972 P00133 P00006 P00001
U01991,P00020 P01972 P00133 P00006 P00001
U01998,P01972 P00133 P00020 P00006 P00219
U02001,P01972 P00001 P00006 P00219 P00133
U02002,P00020 P01972 P00219 P02855 P00133
U02013,P00020 P01972 P00133 P00219 P00001
U02017,P00020 P00133 P01972 P00006 P00219
U02022,P00020 P01972 P00133 P00001 P00006
U02024,P00020 P01972 P00133 P00219 P00001
U02025,P00020 P01972 P00001 P00133 P00219
U02027,P00020 P01972 P00001 P00133 P00006
U02030,P00020 P01972 P00133 P00001 P00006
U02040,P00020 P01972 P00133 P00006 P00001
U02042,P00020 P00133 P00006 P00002 P00001
U02043,P00020 P01972 P00001 P00133 P00006
U02052,P00020 P01972 P00006 P00219 P00001
U02057,P00020 P01972 P00001 P00219 P00133
U02058,P00020 P01972 P00133 P00006 P00219
U02061,P01972 P00133 P00001 P00219 P00006
U02062,P01972 P00001 P00133 P00219 P00006
U02065,P00020 P00133 P00006 P00219 P00002
U02076,P00020 P01972 P00219 P00133 P00001
U02081,P00020 P01972 P00133 P00006 P00001
U02082,P00020 P00006 P01972 P00219 P00133
U02085,P00020 P01972 P00001 P00219 P00133
U02089,P00020 P01972 P00133 P00001 P00006
U02091,P00020 P01972 P00133 P00001 P00219
U02092,P00020 P01972 P00133 P00219 P00006
U02100,P00020 P01972 P00219 P00133 P00001
U02101,P00020 P01972 P00219 P01582 P00133
U02102,P00020 P01972 P00133 P00001 P00002
U02103,P01972 P00006 P00133 P00001 P00219
U02105,P00020 P00219 P00133 P00006 P02669
U02118,P01972 P00219 P00001 P00133 P00006
U02123,P00020 P01972 P00133 P00006 P00219
U02125,P00020 P01972 P00133 P00006 P00219
