user_id,item_ids
U14729,P00133 P00006 P00001 P00219 P00002
U13018,P00020 P00133 P01972 P00001 P00219
U19436,P00020 P01972 P00133 P00001 P00006
U20815,P00020 P00133 P00219 P00001 P00006
U24785,P00020 P00133 P01972 P00001 P00219
U11819,P01972 P00020 P00001 P00133 P00006
U09037,P00020 P01972 P00001 P00006 P00219
U10867,P00020 P00133 P00006 P01972 P00001
U26327,P00020 P00133 P00219 P00001 P00006
U05641,P01972 P00006 P00001 P00133 P00219
U05052,P00020 P01972 P00001 P00006 P00219
U23068,P00020 P01972 P00133 P00001 P00196
U16345,P00020 P00133 P00001 P00002 P00006
U01431,P00020 P00006 P00133 P00001 P00196
U01432,P00020 P00133 P01972 P00001 P00219
U12400,P00020 P01972 P00001 P00133 P00006
U03964,P00133 P00001 P00006 P00002 P00196
U22062,P00020 P00133 P01972 P00006 P00001
U28721,P00020 P00133 P01972 P00006 P00001
U17216,P00133 P00020 P00006 P01972 P00001
U28539,P00020 P01972 P00006 P00001 P00133
U03441,P00020 P00133 P01972 P00001 P00219
U07745,P00020 P00133 P00006 P00219 P00002
U03038,P00020 P01972 P00006 P00133 P00219
U11869,P00020 P01972 P00133 P00001 P00006
U14043,P00020 P01972 P00133 P00006 P00001
U08225,P00020 P00001 P00133 P00006 P00219
U00289,P00020 P00006 P00133 P01972 P00219
U29914,P00020 P01972 P00006 P00133 P00001
U24085,P00001 P00133 P01972 P00006 P00219
U17403,P00020 P01972 P00133 P00006 P00001
U01158,P00020 P01972 P00133 P00001 P00219
U00348,P00020 P00001 P01972 P00133 P00219
U04978,P01972 P00006 P00219 P00196 P00467
U14771,P00020 P00133 P01972 P00001 P00219
U12264,P00020 P01972 P00001 P00133 P00006
U23544,P00020 P01972 P00133 P00219 P00001
U13599,P00020 P00133 P00001 P00006 P00002
U25048,P00020 P00133 P00006 P01972 P00001
U24461,P00020 P01972 P00006 P00133 P00001
U27594,P00020 P01972 P00001 P00006 P00133
U14112,P00020 P00133 P00006 P00001 P00219
U10777,P00020 P00133 P00006 P00219 P00001
U01802,P00020 P01972 P00001 P00133 P00006
U06750,P00020 P00006 P01972 P00133 P00001
U14421,P00020 P00006 P00196 P00001 P02159
U20343,P00020 P01972 P00006 P00001 P00219
U12397,P00020 P00133 P00006 P01972 P00001
U28522,P00020 P00006 P00133 P00219 P00001
U21069,P00020 P01972 P00133 P00001 P00006
U27114,P00020 P00133 P01972 P00006 P00001
U16767,P00133 P00001 P00006 P00219 P00002
U25318,P00020 P00133 P00001 P00006 P00219
U25338,P00020 P00006 P00133 P01972 P00219
U03952,P00020 P00133 P00001 P00006 P00219
U28554,P00020 P00133 P00006 P00219 P00001
U03758,P00001 P00133 P01972 P00219 P00006
U09301,P00020 P00133 P00006 P00001 P00219
U27136,P00020 P00133 P01972 P00006 P00001
U19941,P00020 P00133 P01972 P00001 P00219
U23414,P00020 P00133 P01972 P00006 P00001
U07072,P00020 P01972 P00133 P00219 P00001
U27037,P01972 P00020 P00219 P00001 P00133
U00265,P00133 P01972 P00006 P00001 P00219
U10487,P00020 P00133 P00006 P01972 P00219
U05244,P00020 P00006 P00133 P00219 P00001
U02509,P00020 P01972 P00133 P00006 P00001
U09818,P00020 P01972 P00001 P00133 P00006
U29266,P00020 P01972 P00133 P00219 P00001
U22073,P00020 P01972 P00006 P00001 P00219
U10535,P00020 P00001 P00133 P00219 P00006
U16306,P00001 P00133 P01972 P00006 P00219
U12542,P00020 P01972 P00133 P00219 P00006
U20633,P00020 P00001 P00133 P01972 P00219
U19771,P00020 P00133 P01972 P00006 P00219
U17697,P00020 P01972 P00133 P00006 P00219
U17104,P00001 P00133 P01972 P00219 P00006
U11275,P00020 P01972 P00133 P00006 P00219
U08188,P00020 P00133 P00006 P00219 P00002
U05207,P00020 P00133 P01972 P00001 P00219
U29218,P00020 P00133 P01972 P00001 P00219
U11757,P00020 P01972 P00133 P00001 P00006
U09420,P00020 P01972 P00133 P00001 P00006
U22319,P00020 P01972 P00006 P00133 P00001
U24518,P00020 P01972 P00001 P00133 P00219
U15297,P00020 P01972 P00006 P00002 P00196
U12428,P00133 P00001 P01972 P00219 P00006
U24760,P00020 P00133 P00006 P01972 P00001
U18763,P00001 P00133 P01972 P00006 P00219
U29415,P00020 P01972 P00133 P00001 P00006
U17010,P00020 P00006 P00133 P01972 P00001
U23339,P00001 P00133 P01972 P00006 P00219
U07679,P00020 P01972 P00133 P00006 P00001
U01646,P00020 P01972 P00219 P00001 P00006
U28728,P00020 P00006 P00219 P00133 P00001
U27680,P00020 P01972 P00006 P00001 P00219
U03772,P00020 P01972 P00133 P00006 P00001
U24395,P00020 P01972 P00133 P00001 P00002
U08615,P00020 P01972 P00133 P00006 P00001
U00608,P00020 P00133 P00006 P01972 P00219
U09886,P01972 P00133 P00219 P00006 P00001
U05472,P00020 P00133 P00006 P00001 P01972
U04633,P00020 P01972 P00133 P00219 P00001
U27608,P00020 P00006 P01972 P00133 P00219
U24637,P00020 P01972 P00133 P00001 P00006
U10424,P00020 P01972 P00133 P00001 P00006
U29384,P00020 P00133 P01972 P00006 P00219
U08824,P00020 P01972 P00133 P00219 P00006
U00532,P00020 P01972 P00133 P00001 P00006
U29417,P00020 P00006 P00133 P01972 P00001
U00038,P00020 P01972 P00133 P00001 P00219
U25824,P00020 P00133 P01972 P00001 P00006
U20416,P01972 P00133 P00001 P00006 P00219
U02763,P00020 P00006 P00219 P00001 P00002
U11738,P00020 P00006 P00001 P00219 P00002
U00539,P00133 P00001 P01972 P00219 P00006
U17193,P00020 P00133 P01972 P00006 P00001
U14548,P00020 P01972 P00133 P00006 P00219
U10696,P00133 P01972 P00219 P00001 P00002
U11149,P00020 P01972 P00133 P00006 P00219
U19888,P00020 P01972 P00006 P00001 P00002
U27468,P00020 P00133 P00006 P00001 P00219
U20634,P00020 P00133 P00006 P01972 P00001
U05888,P00020 P01972 P00133 P00219 P00006
U06425,P00020 P00133 P00001 P01972 P00006
U25898,P00020 P01972 P00006 P00133 P00001
U12135,P00020 P00133 P00006 P00001 P00219
U03606,P00020 P00006 P00133 P01972 P00001
U21408,P00020 P01972 P00133 P00001 P00219
U12865,P00020 P01972 P00133 P00001 P00219
U17762,P00020 P00001 P00133 P01972 P00006
U03370,P00133 P01972 P00006 P00001 P00219
U22874,P00020 P01972 P00133 P00006 P00001
U00062,P00020 P00133 P01972 P00006 P00001
U26755,P00020 P00001 P00006 P01972 P00133
U27282,P00020 P01972 P00001 P00006 P00133
U22373,P00133 P00006 P00001 P01972 P00219
U10852,P00020 P01972 P00133 P00006 P00001
U26660,P00020 P01972 P00006 P00001 P00219
U19574,P00020 P00006 P00133 P01972 P00001
U25872,P00020 P01972 P00133 P00219 P00006
U11746,P00020 P01972 P00006 P00001 P00133
U06770,P00020 P01972 P00133 P00006 P00001
U27180,P00020 P01972 P00006 P00133 P00001
U06113,P00020 P01972 P00133 P00006 P00001
U20968,P00020 P01972 P00133 P00006 P00196
U11134,P00020 P01972 P00133 P00006 P00001
U20851,P00020 P00133 P00001 P01972 P00006
U18474,P00020 P01972 P00006 P00133 P00219
U08891,P00020 P00133 P00219 P00006 P00001
U15803,P00020 P01972 P00133 P00006 P00219
U18996,P00020 P01972 P00133 P00006 P00001
U16060,P00020 P00133 P01972 P00006 P00001
U13931,P00020 P00133 P01972 P00001 P00219
U11171,P00020 P01972 P00133 P00001 P00006
U13553,P00020 P01972 P00001 P00133 P00006
U09163,P00020 P01972 P00001 P00006 P00219
U11456,P00020 P01972 P00001 P00006 P00219
U00196,P00020 P00001 P00133 P01972 P00006
U02888,P00020 P01972 P00133 P00006 P00001
U24426,P00020 P01972 P00006 P00001 P00133
U23597,P00020 P00133 P01972 P00001 P00219
U13836,P00020 P01972 P00133 P00006 P00001
U19140,P00020 P01972 P00133 P00006 P00001
U00174,P00020 P01972 P00001 P00133 P00219
U16699,P00020 P00006 P01972 P00001 P00219
U07181,P00020 P00133 P01972 P00001 P00006
U01120,P00020 P00006 P00001 P01972 P00219
U14136,P00020 P00006 P01972 P00001 P00219
U15177,P00020 P00001 P00006 P01972 P00133
U29538,P00020 P01972 P00133 P00006 P00001
U03882,P01972 P00001 P00133 P00219 P00006
U02283,P00020 P01972 P00133 P00006 P00001
U13955,P00020 P01972 P00006 P00133 P00001
U23131,P00020 P00001 P00006 P01972 P00219
U15078,P00020 P00006 P01972 P00001 P00002
U01487,P00020 P00133 P01972 P00006 P00001
U25463,P00020 P01972 P00133 P00006 P00219
U04332,P00133 P01972 P00001 P00219 P00002
U27720,P00020 P00133 P00006 P01972 P00001
U13503,P00020 P01972 P00006 P00001 P00133
U07658,P00020 P01972 P00006 P00001 P00219
U23061,P00020 P00006 P00133 P01972 P00219
U28277,P00020 P00133 P01972 P00006 P00001
U28493,P00020 P01972 P00133 P00006 P00219
U21891,P00020 P00006 P01972 P00133 P00001
U10524,P00020 P01972 P00219 P00006 P00133
U22761,P00020 P01972 P00006 P00133 P00001
U04622,P00020 P01972 P00133 P00006 P00001
U28059,P00020 P01972 P00219 P00002 P00196
U03024,P00001 P00133 P01972 P00219 P00006
U08427,P00020 P00133 P00001 P00006 P01972
U02061,P00001 P01972 P00133 P00219 P00006
U19883,P01972 P00133 P00006 P00001 P00219
U24010,P00020 P01972 P00133 P00006 P00001
U29986,P00020 P01972 P00133 P00006 P00001
U24328,P00020 P00133 P01972 P00001 P00219
U20717,P00006 P00133 P00001 P01972 P00219
U18705,P00020 P00006 P01972 P00001 P00219
U20589,P00020 P00219 P00001 P00133 P00006
U14679,P00020 P01972 P00001 P00006 P00219
U15370,P00133 P01972 P00001 P00006 P00219
U24190,P00133 P00006 P00001 P00219 P00002
U00009,P00020 P00133 P00006 P00219 P00001
U02141,P00020 P00006 P01972 P00133 P00001
U28344,P00020 P00006 P01972 P00001 P00219
U23726,P00020 P00133 P01972 P00001 P00219
U17718,P00020 P00001 P00006 P01972 P00133
U04543,P00020 P00133 P00001 P00006 P00219
U00092,P00001 P01972 P00006 P00219 P00002
U20789,P00020 P01972 P00001 P00006 P00219
U14359,P00020 P01972 P00001 P00006 P00133
U12614,P00020 P00133 P00006 P00001 P01972
U28933,P00020 P00133 P00006 P00001 P01972
U07314,P00001 P00219 P00006 P00002 P00196
U06643,P00020 P01972 P00133 P00001 P00006
U13374,P00020 P01972 P00006 P00133 P00001
U16164,P00133 P00006 P00219 P00001 P00002
U18609,P00020 P01972 P00133 P00001 P00006
U10881,P00020 P00006 P01972 P00133 P00001
U05404,P00020 P01972 P00133 P00006 P00001
U08843,P00020 P00001 P00219 P00002 P00196
U01401,P00020 P01972 P00001 P00219 P00002
U27226,P00020 P01972 P00006 P00133 P00219
U12280,P00020 P01972 P00133 P00001 P00219
U26777,P00020 P01972 P00001 P00006 P00133
U23400,P00020 P00133 P01972 P00001 P00219
U00497,P00020 P01972 P00006 P00219 P00001
U10547,P00020 P00133 P00001 P00219 P00002
U09687,P01972 P00006 P00020 P00133 P00219
U10062,P00020 P00133 P00006 P00001 P00002
U13706,P00020 P00133 P00001 P01972 P00219
U16529,P00020 P01972 P00133 P00006 P00219
U28884,P00020 P00001 P00133 P01972 P00006
U00163,P00020 P00133 P01972 P00006 P00001
U28748,P00020 P00006 P01972 P00133 P00001
U08222,P00020 P01972 P00133 P00006 P00219
U23091,P00020 P01972 P00001 P00133 P00219
U08997,P00020 P00006 P00133 P01972 P00001
U07240,P00020 P01972 P00001 P00133 P00006
U18719,P00020 P00006 P01972 P00133 P00001
U15307,P00020 P00006 P00133 P01972 P00001
U06242,P00133 P00001 P01972 P00006 P00219
U26496,P00133 P00001 P01972 P00219 P00002
U24056,P00020 P00133 P01972 P00006 P00219
U19461,P00020 P01972 P00133 P00006 P00219
U05310,P00020 P00006 P01972 P00133 P00219
U03941,P00020 P00133 P01972 P00006 P00001
U25260,P00020 P00001 P01972 P00006 P00219
U15576,P00020 P01972 P00133 P00006 P00001
U01306,P00020 P01972 P00006 P00219 P00002
U04520,P01972 P00001 P00133 P00006 P00002
U02343,P00133 P00001 P01972 P00006 P00219
U06699,P00001 P00133 P01972 P00219 P00006
U11932,P00020 P00133 P00006 P01972 P00001
U10056,P00133 P01972 P00001 P00219 P00002
U05987,P00020 P01972 P00133 P00001 P00006
U20128,P00020 P01972 P00133 P00001 P00006
U18074,P00020 P01972 P00133 P00006 P00219
U24449,P00020 P01972 P00006 P00133 P00219
U12992,P00020 P00219 P00133 P00001 P00006
U20082,P00020 P00133 P00006 P01972 P00001
U08409,P00020 P00006 P00001 P00219 P00002
U27977,P00020 P01972 P00001 P00219 P00133
U15554,P00020 P01972 P00133 P00001 P00006
U19116,P00020 P01972 P00006 P00133 P00001
U13395,P00020 P01972 P00006 P00219 P00001
U24057,P00006 P00020 P01972 P00133 P00001
U14336,P00020 P00133 P00006 P00001 P01972
U21881,P00020 P01972 P00133 P00006 P00001
U19997,P00020 P01972 P00133 P00006 P00219
U07353,P00020 P01972 P00133 P00001 P00219
U04291,P00020 P01972 P00006 P00133 P00001
U29143,P00133 P00006 P01972 P00001 P00219
U04841,P00020 P00133 P00006 P00219 P00002
U08830,P00133 P01972 P00001 P00002 P00196
U00614,P00020 P01972 P00133 P00006 P00219
U20402,P01972 P00006 P00020 P00133 P00219
U18707,P00020 P00133 P01972 P00006 P00001
U28495,P01972 P00133 P00219 P00001 P00562
U17960,P01972 P00133 P00001 P00006 P00219
U17549,P00020 P00133 P01972 P00001 P00219
U12697,P00020 P00001 P01972 P00133 P00219
U29063,P00020 P00219 P00001 P00133 P00002
U01980,P00020 P00133 P01972 P00006 P00001
U11010,P00020 P00006 P00001 P00196 P00133
U14103,P00133 P00001 P01972 P00219 P00006
U20762,P00020 P01972 P00133 P00001 P00002
U25276,P00020 P00006 P01972 P00001 P00219
U20044,P00020 P00001 P00006 P00133 P01972
U29674,P00020 P00133 P00006 P01972 P00001
U15033,P00020 P00133 P01972 P00001 P00219
U13723,P00020 P00133 P00219 P00001 P00196
U00856,P00020 P01972 P00006 P00001 P00219
U12669,P00020 P01972 P00133 P00006 P00219
U05293,P00020 P01972 P00006 P00001 P00133
U15829,P00020 P00133 P01972 P00001 P00219
U20804,P00020 P01972 P00006 P00001 P00002
U00801,P00133 P00001 P01972 P00006 P00219
U07396,P00020 P00133 P01972 P00006 P00219
U17830,P00020 P01972 P00133 P00006 P00219
U04902,P00020 P00133 P00006 P00001 P00219
U01190,P00020 P01972 P00219 P00133 P00006
U12592,P00006 P01972 P00219 P00002 P00196
U07593,P00020 P01972 P00133 P00001 P00219
U15989,P00020 P01972 P00001 P00006 P00133
U03969,P00020 P01972 P00133 P00001 P00006
U27120,P00020 P00133 P01972 P00006 P00001
U06610,P00020 P00133 P00001 P00006 P00002
U29619,P00020 P01972 P00001 P00219 P00006
U08265,P00020 P01972 P00133 P00001 P00006
U10507,P00020 P00133 P00219 P00001 P00006
U29883,P00133 P01972 P00006 P00001 P00219
U19048,P00020 P01972 P00001 P00006 P00219
U23757,P00020 P01972 P00001 P00006 P00133
U20275,P00020 P00001 P01972 P00006 P00219
U06177,P00020 P00133 P00006 P00001 P01972
U15191,P00020 P00133 P01972 P00006 P00219
U00847,P00020 P01972 P00133 P00001 P00219
U20265,P00020 P00133 P01972 P00001 P00006
U09425,P00020 P01972 P00133 P00001 P00219
U07599,P00020 P00133 P01972 P00006 P00219
U08137,P00020 P00133 P01972 P00001 P00006
U13059,P00020 P00133 P01972 P00006 P00219
U10803,P00020 P00133 P01972 P00001 P00006
U27929,P00020 P01972 P00006 P00133 P00001
U29082,P00020 P01972 P00133 P00001 P00196
U10131,P00020 P01972 P00006 P00001 P00219
U14189,P00020 P01972 P00133 P00219 P00006
U19615,P00020 P00006 P00001 P00133 P01972
U23778,P00020 P01972 P00001 P00219 P00133
U19481,P01972 P00020 P00006 P00133 P00001
U02239,P00020 P01972 P00133 P00006 P00219
U10898,P00020 P00133 P01972 P00006 P00001
U14107,P00001 P00133 P01972 P00219 P00006
U22694,P00133 P00001 P01972 P00006 P00219
U18925,P00020 P00133 P00219 P00001 P00006
U02244,P00020 P01972 P00006 P00133 P00001
U01735,P00020 P00133 P00006 P00001 P01972
U24764,P00020 P01972 P00133 P00006 P00001
U06563,P00006 P00133 P00001 P01972 P00219
U20735,P00133 P00219 P00001 P00006 P00002
U12821,P00020 P01972 P00133 P00001 P00219
U10212,P01972 P00001 P00133 P00006 P00219
U24358,P00020 P00133 P01972 P00001 P00219
U08518,P00020 P00006 P01972 P00133 P00001
U21879,P00020 P00133 P00006 P01972 P00001
U16620,P00020 P00006 P00219 P00133 P00001
U12414,P00001 P00133 P01972 P00219 P00006
U02363,P00020 P00006 P00001 P01972 P00219
U11436,P00020 P00219 P00001 P00133 P00006
U04079,P00020 P01972 P00001 P00133 P00006
U25512,P00020 P01972 P00133 P00219 P00006
U21182,P00020 P01972 P00006 P00133 P00001
U28165,P00020 P01972 P00001 P00006 P00219
U00726,P00020 P01972 P00219 P00006 P00133
U23575,P00020 P01972 P00133 P00006 P00219
U13455,P00020 P01972 P00133 P00001 P00219
U09608,P00020 P01972 P00001 P00133 P00006
U18493,P00020 P00006 P00133 P00219 P00001
U12349,P00020 P00133 P00006 P00001 P01972
U01930,P00020 P00133 P01972 P00001 P00002
U19472,P00020 P00001 P01972 P00133 P00006
U04418,P00020 P00133 P00006 P01972 P00001
U17856,P00020 P01972 P00133 P00006 P00001
U08354,P00020 P00133 P01972 P00006 P00219
U26185,P00020 P01972 P00133 P00006 P00001
U13777,P00020 P00006 P00133 P01972 P00001
U02745,P00020 P01972 P00133 P00219 P00006
U10708,P00020 P00006 P01972 P00133 P00001
U14962,P00133 P00001 P00219 P00006 P00002
U07419,P00020 P00133 P00006 P00001 P00219
U03115,P00020 P01972 P00219 P00002 P00196
U07556,P00020 P01972 P00219 P00133 P00002
U29504,P00020 P00006 P01972 P00133 P00001
U14840,P00020 P00006 P00133 P00001 P00219
U20992,P00020 P01972 P00006 P00001 P00133
U25224,P00020 P01972 P00219 P00001 P00133
U16615,P00020 P01972 P00133 P00006 P00001
U02062,P00133 P00001 P01972 P00006 P00219
U26572,P00020 P01972 P00001 P00133 P00006
U25027,P00020 P01972 P00133 P00006 P00001
U06393,P01972 P00020 P00219 P00006 P00001
U01165,P00020 P00133 P00006 P00001 P00002
U11657,P01972 P00133 P00219 P00001 P00002
U03528,P00020 P00001 P00006 P01972 P00133
U24382,P00020 P01972 P00001 P00133 P00006
U06489,P00020 P00006 P00133 P01972 P00001
U16894,P00020 P01972 P00001 P00133 P00006
U11788,P00020 P01972 P00001 P00133 P00006
U19096,P00020 P00133 P01972 P00001 P00006
U10511,P00020 P01972 P00006 P00133 P00219
U23453,P00020 P00133 P00219 P00001 P00006
U06925,P00020 P01972 P00001 P00133 P00006
U16841,P00020 P00006 P01972 P00001 P00002
U14803,P00133 P01972 P00001 P00219 P00196
U09518,P00020 P00006 P01972 P00133 P00219
U00812,P00020 P00133 P00001 P00219 P00006
U26567,P00020 P01972 P00006 P00001 P00133
U07760,P00020 P01972 P00133 P00006 P00001
U01548,P00020 P01972 P00133 P00006 P00001
U09515,P00020 P00133 P00006 P00001 P01972
U29375,P00020 P00133 P00006 P00001 P00219
U16215,P00020 P00001 P00133 P01972 P00006
U11378,P00020 P00133 P01972 P00006 P00001
U23737,P00020 P00006 P00001 P00219 P00002
U17991,P00020 P01972 P00133 P00006 P00219
U25425,P00020 P00133 P00006 P01972 P00001
U10322,P00020 P00133 P00219 P00001 P00006
U00278,P00020 P01972 P00006 P00196 P00002
U15566,P00020 P00006 P01972 P00133 P00001
U24096,P00020 P00006 P00001 P01972 P00219
U02027,P00020 P01972 P00133 P00001 P00219
U27190,P00133 P00219 P00006 P00001 P00002
U07358,P01972 P00001 P00133 P00006 P00002
U11549,P00020 P00133 P00006 P01972 P00001
U13013,P00020 P00133 P00006 P01972 P00001
U12583,P00020 P01972 P00001 P00133 P00006
U11963,P00020 P00006 P00133 P00001 P01972
U15086,P00020 P00001 P00133 P01972 P00219
U29545,P00020 P00133 P00006 P01972 P00001
U15006,P00020 P00133 P01972 P00006 P00001
U25088,P00020 P01972 P00133 P00001 P00006
U02992,P00020 P00006 P00133 P01972 P00219
U19358,P00020 P00001 P00133 P00006 P00219
U12742,P00020 P00001 P01972 P00133 P00006
U13973,P00020 P01972 P00006 P00219 P00002
U20949,P00020 P00001 P00133 P01972 P00219
U01832,P00020 P00133 P00006 P00001 P00219
U23745,P00020 P00006 P01972 P00219 P00133
U06652,P00020 P01972 P00001 P00006 P00219
U11126,P00020 P00001 P00133 P01972 P00006
U26183,P00133 P00001 P01972 P00006 P00219
U12820,P00133 P01972 P00006 P00001 P00219
U07916,P01972 P00133 P00001 P00219 P00006
U25274,P00020 P01972 P00133 P00219 P00006
U17961,P00020 P01972 P00133 P00006 P00001
U20083,P00020 P01972 P00133 P00006 P00219
U05149,P00020 P01972 P00133 P00006 P00001
U20605,P00133 P00001 P00006 P00219 P00002
U04813,P01972 P00133 P00001 P00006 P00219
U08934,P00020 P00133 P00006 P01972 P00219
U24774,P00020 P01972 P00133 P00219 P00006
U19965,P00020 P01972 P00001 P00133 P00219
U14974,P00020 P01972 P00001 P00006 P00219
U29598,P00020 P01972 P00133 P00006 P00219
U26058,P00020 P00006 P00133 P01972 P00001
U10406,P00020 P01972 P00001 P00006 P00219
U08715,P00020 P01972 P00133 P00006 P00001
U21362,P00020 P00133 P00001 P01972 P00006
U22504,P00020 P00001 P01972 P00006 P00133
U09175,P00020 P01972 P00133 P00219 P00001
U27735,P00020 P00133 P00006 P00001 P00219
U09936,P00020 P01972 P00133 P00006 P00219
U00530,P00020 P01972 P00006 P00133 P00219
U21991,P00133 P01972 P00001 P00006 P00219
U12817,P00020 P01972 P00006 P00133 P00001
U03054,P00020 P01972 P00133 P00006 P00219
U10416,P00020 P01972 P00133 P00006 P00219
U10502,P00020 P01972 P00001 P00133 P00006
U13293,P00020 P01972 P00133 P00006 P00219
U02987,P00020 P01972 P00133 P00006 P00219
